player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Nelson Agholor,/players/A/AghoNe00.htm,2,2,13,0,2,1,18,0,7,5,33,0,0,0,0,0,0,0,0,0,0,0,0,0
Jay Ajayi,/players/A/AjayJa00.htm,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LeGarrette Blount,/players/B/BlouLe00.htm,0,0,0,0,1,1,4,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Trey Burton,/players/B/BurtTr01.htm,1,0,0,0,2,2,24,0,1,1,11,1,0,0,0,0,0,0,0,0,2,2,36,1
Brent Celek,/players/C/CeleBr00.htm,1,0,0,0,0,0,0,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0
Corey Clement,/players/C/ClemCo00.htm,1,0,0,0,0,0,0,0,2,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0
Mack Hollins,/players/H/HollMa00.htm,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Alshon Jeffery,/players/J/JeffAl00.htm,1,1,2,1,0,0,0,0,7,4,50,0,1,0,0,0,0,0,0,0,2,0,0,0
Torrey Smith,/players/S/SmitTo02.htm,1,0,0,0,2,1,8,0,5,3,22,0,0,0,0,0,1,1,46,0,2,1,24,0
Pharoh Cooper,/players/C/CoopPh00.htm,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerald Everett,/players/E/EverGe00.htm,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Todd Gurley,/players/G/GurlTo01.htm,0,0,0,0,1,1,9,0,4,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Cooper Kupp,/players/K/KuppCo00.htm,2,2,71,0,2,0,0,0,1,1,6,1,2,2,41,0,0,0,0,0,0,0,0,0
Josh Reynolds,/players/R/ReynJo00.htm,1,1,15,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Thomas,/players/T/ThomMi04.htm,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Sammy Watkins,/players/W/WatkSa00.htm,2,2,20,0,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0
