player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Cameron Erving,/players/E/ErviCa00.htm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyreek Hill,/players/H/HillTy00.htm,3,3,26,0,0,0,0,0,1,0,0,0,4,2,119,1,0,0,0,0,1,1,40,1
Akeem Hunt,/players/H/HuntAk01.htm,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kareem Hunt,/players/H/HuntKa00.htm,2,0,0,0,0,0,0,0,3,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0
Travis Kelce,/players/K/KelcTr00.htm,1,1,32,0,1,0,0,0,1,1,4,0,4,2,58,2,0,0,0,0,1,0,0,0
Demarcus Robinson,/players/R/RobiDe01.htm,1,1,7,0,1,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Albert Wilson,/players/W/WilsAl02.htm,1,1,11,0,1,1,11,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Robby Anderson,/players/A/AndeRo04.htm,3,2,19,0,1,1,14,0,5,4,48,0,1,1,26,0,0,0,0,0,2,0,0,0
Matt Forte,/players/F/FortMa00.htm,0,0,0,0,3,3,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad Hansen,/players/H/HansCh00.htm,1,0,0,0,0,0,0,0,2,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0
Jermaine Kearse,/players/K/KearJe01.htm,4,4,70,0,3,3,36,0,2,1,7,0,0,0,0,0,0,0,0,0,1,1,44,0
Bilal Powell,/players/P/PoweBi00.htm,0,0,0,0,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Austin Seferian-Jenkins,/players/S/SefeAu00.htm,1,1,3,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
