player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Cole Beasley,/players/B/BeasCo00.htm,0,0,0,0,1,1,4,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Dez Bryant,/players/B/BryaDe01.htm,4,3,21,0,0,0,0,0,0,0,0,0,1,1,18,0,0,0,0,0,1,0,0,0
Brice Butler,/players/B/ButlBr00.htm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ezekiel Elliott,/players/E/ElliEz00.htm,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geoff Swaim,/players/S/SwaiGe00.htm,0,0,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Switzer,/players/S/SwitRy00.htm,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrance Williams,/players/W/WillTe01.htm,1,1,11,0,1,0,0,0,0,0,0,0,1,1,25,0,0,0,0,0,0,0,0,0
Jason Witten,/players/W/WittJa00.htm,3,2,22,0,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamison Crowder,/players/C/CrowJa00.htm,4,2,12,0,5,3,25,0,2,2,19,0,1,1,26,0,0,0,0,0,1,1,41,0
Vernon Davis,/players/D/DaviVe00.htm,1,1,6,0,1,0,0,0,2,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Doctson,/players/D/DoctJo00.htm,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ryan Grant,/players/G/GranRy01.htm,1,1,1,0,1,1,5,0,4,3,32,0,0,0,0,0,0,0,0,0,1,0,0,0
Robert Kelley,/players/K/KellRo00.htm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrelle Pryor,/players/P/PryoTe00.htm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Reed,/players/R/ReedJo02.htm,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Thompson,/players/T/ThomCh03.htm,3,3,35,0,2,1,5,0,4,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0
