player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Kamar Aiken,/players/A/AikeKa00.htm,1,1,12,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,21,0
Jack Doyle,/players/D/DoylJa00.htm,4,4,32,1,6,5,60,0,3,3,29,0,0,0,0,0,1,0,0,0,0,0,0,0
Frank Gore,/players/G/GoreFr00.htm,3,3,7,0,0,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Y. Hilton,/players/H/HiltT.00.htm,1,0,0,0,2,1,17,0,2,1,-2,0,1,0,0,0,0,0,0,0,1,0,0,0
Marlon Mack,/players/M/MackMa00.htm,2,1,24,1,2,1,9,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Donte Moncrief,/players/M/MoncDo00.htm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chester Rogers,/players/R/RogeCh02.htm,1,1,0,0,0,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Giovani Bernard,/players/B/BernGi00.htm,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.J. Green,/players/G/GreeA.00.htm,0,0,0,0,2,1,8,1,5,2,19,0,1,0,0,0,0,0,0,0,0,0,0,0
Tyler Kroft,/players/K/KrofTy00.htm,2,1,10,0,4,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon LaFell,/players/L/LaFeBr00.htm,0,0,0,0,3,3,36,0,1,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0
Josh Malone,/players/M/MaloJo00.htm,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,25,1,0,0,0,0
Joe Mixon,/players/M/MixoJo00.htm,1,1,8,0,1,1,67,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0
John Ross,/players/R/RossJo00.htm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
