player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Davante Adams,/players/A/AdamDa01.htm,4,3,31,0,1,1,13,1,1,1,13,0,1,0,0,0,0,0,0,0,0,0,0,0
Geronimo Allison,/players/A/AlliGe01.htm,3,2,12,0,0,0,0,0,5,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0
Randall Cobb,/players/C/CobbRa00.htm,4,3,14,0,0,0,0,0,7,4,70,1,0,0,0,0,1,0,0,0,2,0,0,0
Aaron Jones,/players/J/JoneAa00.htm,1,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lance Kendricks,/players/K/KendLa00.htm,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordy Nelson,/players/N/NelsJo00.htm,1,1,5,0,0,0,0,0,4,2,23,0,0,0,0,0,0,0,0,0,1,0,0,0
Richard Rodgers,/players/R/RodgRi00.htm,0,0,0,0,0,0,0,0,2,2,17,0,0,0,0,0,1,1,24,1,1,1,36,0
Damiere Byrd,/players/B/ByrdDa00.htm,2,1,3,0,0,0,0,0,2,2,22,2,0,0,0,0,0,0,0,0,0,0,0,0
Kaelin Clay,/players/C/ClayKa00.htm,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devin Funchess,/players/F/FuncDe00.htm,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,19,0,0,0,0,0
Christian McCaffrey,/players/M/McCaCh01.htm,1,1,12,0,2,1,21,0,4,4,40,1,0,0,0,0,0,0,0,0,0,0,0,0
Greg Olsen,/players/O/OlseGr00.htm,2,2,21,0,3,2,19,0,4,4,46,0,0,0,0,0,0,0,0,0,3,1,30,1
Jonathan Stewart,/players/S/StewJo00.htm,0,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0
