player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Kenny Britt,/players/B/BritKe00.htm,1,1,3,0,0,0,0,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Corey Coleman,/players/C/ColeCo00.htm,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
Isaiah Crowell,/players/C/CrowIs00.htm,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seth Devalve,/players/D/DevaSe00.htm,1,1,25,0,0,0,0,0,1,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0
Josh Gordon,/players/G/GordJo02.htm,3,1,9,0,1,1,9,0,2,0,0,0,2,2,67,0,0,0,0,0,3,0,0,0
Duke Johnson,/players/J/JohnDu00.htm,1,1,11,0,1,0,0,0,2,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
David Njoku,/players/N/NjokDa00.htm,0,0,0,0,0,0,0,0,2,2,13,0,1,0,0,0,2,2,61,1,1,0,0,0
Keenan Allen,/players/A/AlleKe00.htm,7,5,38,0,1,1,7,1,2,2,13,0,0,0,0,0,1,1,21,0,3,1,26,0
Travis Benjamin,/players/B/BenjTr00.htm,3,2,48,0,0,0,0,0,2,2,20,0,1,0,0,0,0,0,0,0,0,0,0,0
Austin Ekeler,/players/E/EkelAu00.htm,3,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonio Gates,/players/G/GateAn00.htm,2,1,12,0,2,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melvin Gordon,/players/G/GordMe00.htm,0,0,0,0,1,1,5,0,3,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0
Hunter Henry,/players/H/HenrHu00.htm,2,2,13,0,2,2,18,0,4,2,25,0,1,1,25,0,0,0,0,0,0,0,0,0
Tyrell Williams,/players/W/WillTy00.htm,2,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
