player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Nelson Agholor,/players/A/AghoNe00.htm,3,1,24,1,0,0,0,0,4,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenjon Barner,/players/B/BarnKe00.htm,1,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trey Burton,/players/B/BurtTr01.htm,0,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach Ertz,/players/E/ErtzZa00.htm,1,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,1
Mack Hollins,/players/H/HollMa00.htm,0,0,0,0,0,0,0,0,1,1,18,0,0,0,0,0,1,1,20,0,0,0,0,0
Alshon Jeffery,/players/J/JeffAl00.htm,2,1,15,0,0,0,0,0,5,2,19,0,1,1,37,0,0,0,0,0,2,0,0,0
Marcus Johnson,/players/J/JohnMa07.htm,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0
Torrey Smith,/players/S/SmitTo02.htm,1,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelvin Benjamin,/players/B/BenjKe00.htm,9,7,73,0,1,1,19,0,2,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0
Ed Dickson,/players/D/DickEd00.htm,4,3,33,0,0,0,0,0,3,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0
Devin Funchess,/players/F/FuncDe00.htm,4,2,29,0,1,0,0,0,2,1,7,0,2,0,0,0,0,0,0,0,0,0,0,0
Christian McCaffrey,/players/M/McCaCh01.htm,11,8,50,1,0,0,0,0,2,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0
Russell Shepard,/players/S/ShepRu00.htm,1,1,3,0,1,1,9,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Jonathan Stewart,/players/S/StewJo00.htm,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
