player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Tyler Ervin,/players/E/ErviTy00.htm,1,1,2,0,2,1,7,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
DeAndre Hopkins,/players/H/HopkDe00.htm,11,5,43,0,0,0,0,0,1,1,5,0,0,0,0,0,1,1,25,0,0,0,0,0
Braxton Miller,/players/M/MillBr03.htm,0,0,0,0,0,0,0,0,2,2,10,0,1,0,0,0,0,0,0,0,0,0,0,0
Lamar Miller,/players/M/MillLa01.htm,3,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giovani Bernard,/players/B/BernGi00.htm,3,1,2,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Eifert,/players/E/EifeTy00.htm,1,0,0,0,2,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22,0
Alex Erickson,/players/E/EricAl01.htm,0,0,0,0,2,1,5,0,2,2,20,0,1,0,0,0,0,0,0,0,1,1,37,0
A.J. Green,/players/G/GreeA.00.htm,3,2,14,0,2,1,-3,0,1,1,3,0,1,0,0,0,1,1,50,0,0,0,0,0
Jeremy Hill,/players/H/HillJe01.htm,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon LaFell,/players/L/LaFeBr00.htm,3,3,25,0,0,0,0,0,3,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0
Joe Mixon,/players/M/MixoJo00.htm,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
