player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Kenny Britt,/players/B/BritKe00.htm,2,2,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sammie Coates,/players/C/CoatSa00.htm,1,1,0,0,0,0,0,0,0,0,0,0,1,1,38,0,0,0,0,0,0,0,0,0
Isaiah Crowell,/players/C/CrowIs00.htm,1,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seth Devalve,/players/D/DevaSe00.htm,0,0,0,0,2,1,9,0,2,2,26,0,1,1,35,0,0,0,0,0,1,0,0,0
Rashard Higgins,/players/H/HiggRa00.htm,0,0,0,0,0,0,0,0,3,3,16,0,0,0,0,0,1,1,18,0,0,0,0,0
Duke Johnson,/players/J/JohnDu00.htm,4,4,15,0,2,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ricardo Louis,/players/L/LouiRi00.htm,2,1,3,0,0,0,0,0,2,1,12,0,2,0,0,0,0,0,0,0,0,0,0,0
David Njoku,/players/N/NjokDa00.htm,2,1,3,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Bryce Treggs,/players/T/TregBr00.htm,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dan Vitale,/players/V/VitaDa00.htm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ameer Abdullah,/players/A/AbduAm00.htm,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Ebron,/players/E/EbroEr00.htm,0,0,0,0,0,0,0,0,2,1,10,0,1,1,29,1,0,0,0,0,0,0,0,0
Darren Fells,/players/F/FellDa01.htm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenny Golladay,/players/G/GollKe00.htm,0,0,0,0,0,0,0,0,1,1,14,0,1,0,0,0,0,0,0,0,1,1,50,0
Marvin Jones,/players/J/JoneMa02.htm,0,0,0,0,1,0,0,0,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0
T.J. Jones,/players/J/JoneT.00.htm,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Theo Riddick,/players/R/RiddTh00.htm,2,2,5,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Golden Tate,/players/T/TateGo00.htm,2,2,8,0,3,2,44,0,2,2,45,1,0,0,0,0,0,0,0,0,0,0,0,0
Dwayne Washington,/players/W/WashDw00.htm,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
