player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Odell Beckham,/players/B/BeckOd00.htm,4,3,14,1,0,0,0,0,9,6,65,1,0,0,0,0,0,0,0,0,0,0,0,0
Orleans Darkwa,/players/D/DarkOr00.htm,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evan Engram,/players/E/EngrEv00.htm,0,0,0,0,3,2,22,0,4,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0
Roger Lewis,/players/L/LewiRo03.htm,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Marshall,/players/M/MarsBr00.htm,7,5,45,0,2,2,15,0,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0
Paul Perkins,/players/P/PerkPa00.htm,0,0,0,0,0,0,0,0,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Sterling Shepard,/players/S/ShepSt00.htm,3,2,10,0,3,2,96,1,3,2,11,0,0,0,0,0,1,1,16,0,0,0,0,0
Shane Vereen,/players/V/VereSh00.htm,1,1,15,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelson Agholor,/players/A/AghoNe00.htm,2,1,9,0,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Trey Burton,/players/B/BurtTr01.htm,1,1,8,0,0,0,0,0,2,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach Ertz,/players/E/ErtzZa00.htm,1,1,6,0,4,3,24,1,5,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0
Alshon Jeffery,/players/J/JeffAl00.htm,4,2,24,0,0,0,0,0,2,1,13,0,1,0,0,0,0,0,0,0,1,1,19,0
Wendell Smallwood,/players/S/SmalWe00.htm,1,1,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Torrey Smith,/players/S/SmitTo02.htm,1,1,1,0,1,1,8,0,3,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0
