player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Kendrick Bourne,/players/B/BourKe00.htm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Breida,/players/B/BreiMa00.htm,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garrett Celek,/players/C/CeleGa00.htm,0,0,0,0,1,1,8,0,1,0,0,0,1,0,0,0,1,1,22,0,0,0,0,0
Marquise Goodwin,/players/G/GoodMa00.htm,2,2,15,0,2,2,30,0,3,3,36,0,0,0,0,0,1,1,18,0,0,0,0,0
Carlos Hyde,/players/H/HydeCa00.htm,1,0,0,0,2,1,4,0,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Juszczyk,/players/J/JuszKy00.htm,2,2,19,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
George Kittle,/players/K/KittGe00.htm,0,0,0,0,1,1,9,0,1,1,11,0,0,0,0,0,0,0,0,0,1,0,0,0
Louis Murphy,/players/M/MurpLo00.htm,1,0,0,0,2,1,16,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Trent Taylor,/players/T/TaylTr02.htm,1,1,7,0,2,2,32,0,2,2,20,0,0,0,0,0,1,1,33,0,0,0,0,0
Josh Bellamy,/players/B/BellJo02.htm,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Brown,/players/B/BrowDa04.htm,0,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tarik Cohen,/players/C/CoheTa00.htm,2,2,8,0,0,0,0,0,2,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Howard,/players/H/HowaJo00.htm,2,1,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dontrelle Inman,/players/I/InmaDo00.htm,1,1,13,0,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dion Sims,/players/S/SimsDi00.htm,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kendall Wright,/players/W/WrigKe01.htm,0,0,0,0,2,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
