player_name,pen,yds
Cody Davis,Defensive Holding,5
Michael Brockers,Unsportsmanlike Conduct,15
Trumaine Johnson,Defensive Holding ,-1
Germain Ifedi,False Start,5
Robert Quinn,Defensive Offside ,-1
Frank Clark,Neutral Zone Infraction,5
Garrison Smith,Neutral Zone Infraction,5
Tanner McEvoy,Offensive Pass Interference,10
Dominique Hatfield,Offensive Holding,10
Jamon Brown,False Start,5
Frank Clark,Illegal Use of Hands,5
Jamon Brown,Offensive Holding,10
K.J. Wright,Defensive Pass Interference,5
Doug Baldwin,False Start,5
