player_name,pen,yds
Germain Ifedi,False Start,5
Justin Britt,Offensive Holding ,-1
Tanner McEvoy,Running Into the Kicker,5
K.J. Wright,Face Mask ,-1
Thomas Rawls,False Start,5
Keenan Robinson,Roughing the Passer,5
B.J. Goodson,Defensive Pass Interference,4
Nordly Capi,False Start,4
Germain Ifedi,Offensive Holding,7
Germain Ifedi,False Start,5
Russell Wilson,Intentional Grounding,11
Eli Apple,Defensive Holding,5
Tyler Lockett,Offensive Pass Interference,10
D.J. Fluker,False Start,5
Mark Glowinski,Unnecessary Roughness,15
Evan Engram,Illegal Touch Pass,-1
Sheldon Richardson,Defensive Holding,5
Frank Clark,Illegal Use of Hands,5
Bobby Hart,False Start,5
Shaquill Griffin,Illegal Use of Hands,5
Shaquill Griffin,Defensive Pass Interference,7
Michael Bennett,Neutral Zone Infraction,5
Quinton Jefferson,Encroachment,5
