player_name,pen,yds
Olivier Vernon,Roughing the Passer,15
Tyrone Crawford,Defensive Offside,6
Demarcus Lawrence,Neutral Zone Infraction,5
Jon Halapio,Offensive Holding,10
John Greco,False Start,5
Maliek Collins,Defensive Offside,5
Wayne Gallman,False Start,5
Datone Jones,Defensive Holding,5
Benson Mayowa,Defensive Offside,5
Akeem Ayers,Offensive Holding,10
Jason Witten,Offensive Holding,10
Keith Smith,Illegal Block Above the Waist,10
Datone Jones,Illegal Use of Hands,5
Nat Berhe,Illegal Block Above the Waist,9
Roger Lewis,Face Mask ,-1
