player_name,pen,yds
Chris Conte,Face Mask ,-1
Mike Evans,Offensive Pass Interference ,-1
James Bradberry,Defensive Holding,5
T.J. Ward,Defensive Pass Interference,4
Ryan Russell,Neutral Zone Infraction,5
Vernon Butler,Face Mask ,-1
Mike Adams,Defensive Holding,3
Kendell Beckwith,Neutral Zone Infraction,5
Josh Robinson,Defensive Pass Interference,10
Jameis Winston,Delay of Game,5
Clinton McDonald,Encroachment,5
Jameis Winston,Delay of Game,5
Star Lotulelei,Unnecessary Roughness ,-1
Antony Auclair,False Start,5
Antony Auclair,False Start,5
James Bradberry,Defensive Pass Interference,10
James Bradberry,Defensive Pass Interference,12
Chris Baker,Neutral Zone Infraction,2
Jameis Winston,Unsportsmanlike Conduct,9
CAR,False Start,5
