player_name,pen,yds
Josh Hill,Offensive Pass Interference,10
Trey Hendrickson,Defensive Offside ,-1
Preston Smith,Roughing the Passer,15
Ken Crawley,Defensive Holding,4
P.J. Williams,Unnecessary Roughness,15
WAS,Illegal Formation,5
Shawn Lauvao,False Start,5
P.J. Williams,Defensive Holding,5
Stacy McGee,False Start,5
Kirk Cousins,Intentional Grounding,10
Joshua Holsey,False Start,5
Michael Hoomanawanui,False Start,5
Drew Brees,Delay of Game,5
Morgan Moses,Face Mask ,-1
Terron Armstead,Offensive Holding,10
Kendall Fuller,Illegal Use of Hands,5
Kirk Cousins,Intentional Grounding,10
