player_name,pen,yds
Dean Lowry,Defensive Offside,5
Vince Biegel,Offensive Holding,10
David Bakhtiari,Offensive Holding,10
Lance Kendricks,Tripping,10
Randall Cobb,Offensive Pass Interference ,-1
Morgan Burnett,Defensive Holding ,-1
Mike Daniels,Neutral Zone Infraction,5
Kwon Alexander,Illegal Block Above the Waist,10
Dean Lowry,Encroachment,5
Robert McClain,Offensive Holding,10
Alan Cross,Offensive Holding,10
Jameis Winston,Illegal Motion ,-1
J.R. Sweezy,False Start,5
Evan Dietrich-Smith,Offensive Holding,10
Mike Daniels,Encroachment,2
Jameis Winston,Illegal Forward Pass,5
William Gholston,Roughing the Passer,14
Evan Dietrich-Smith,Illegal Block Above the Waist,10
