player_name,pen,yds
Cordrea Tankersley,Illegal Block Above the Waist,7
Jonnu Smith,False Start,5
TEN,Delay of Game,5
Taylor Lewan,Illegal Formation ,-1
Taylor Lewan,Offensive Holding ,-1
Davon Godchaux,Defensive Holding,5
Jonnu Smith,Offensive Pass Interference,10
Taylor Lewan,False Start,5
Tye Smith,Unsportsmanlike Conduct,15
Matt Cassel,Delay of Game,5
Matt Cassel,Delay of Game,5
Ja'Wuan James,False Start,5
Rey Maualuga,Illegal Use of Hands,1
Phillip Supernaw,False Start,5
Phillip Supernaw,False Start,5
Matt Haack,Delay of Game,5
Jonnu Smith,Offensive Holding,10
Eric Weems,Running Into the Kicker ,-1
Eric Weems,Offensive Holding,7
