player_name,pen,yds
Jeremy Lane,Defensive Pass Interference,25
Nazair Jones,Defensive Offside ,-1
Ethan Pocic,Offensive Holding,10
C.J. Goodwin,Tripping,10
Matt Ryan,Intentional Grounding ,-1
Andy Levitre,False Start,5
Tyler Lockett,Offensive Pass Interference,10
Byron Maxwell,Defensive Pass Interference,16
Eric Saubert,False Start,5
Robert Alford,Defensive Pass Interference,24
K.J. Wright,Illegal Use of Hands,5
Earl Thomas,Unnecessary Roughness,15
Duane Brown,Offensive Holding,10
Andy Levitre,False Start,5
Sheldon Richardson,Defensive Holding,5
Matthew Bosher,Delay of Game ,-1
Keanu Neal,Unnecessary Roughness,15
Takkarist McKinley,Defensive Offside ,-1
Josh Forrest,Offensive Holding,10
Vic Beasley,Defensive Offside,5
