player_name,pen,yds
Marcedes Lewis,False Start,5
A.J. Cann,Offensive Holding,10
Brian Cushing,Defensive Pass Interference,9
A.J. Bouye,Defensive Holding,5
Jadeveon Clowney,Defensive Offside,5
D.J. Reader,Roughing the Passer,15
D.J. Reader,Defensive Holding,5
A.J. Bouye,Defensive Pass Interference,9
A.J. Bouye,Defensive Pass Interference,13
DeAndre Hopkins,Offensive Pass Interference,10
Yannick Ngakoue,Roughing the Passer,15
Dante Fowler,Illegal Use of Hands,4
Kevin Johnson,Defensive Pass Interference,20
A.J. Bouye,Defensive Pass Interference,8
Malik Jackson,Neutral Zone Infraction,5
Yannick Ngakoue,Roughing the Passer,15
Breno Giacomini,Offensive Holding,10
Xavier Su'a-Filo,Offensive Holding,10
Eddie Pleasant,Offensive Holding,10
