player_name,pen,yds
Haloti Ngata,Encroachment,5
T.J. Lang,Unnecessary Roughness,15
Wes Schweitzer,False Start,5
Nevin Lawson,Defensive Pass Interference,22
Austin Hooper,False Start,5
Deion Jones,Unnecessary Roughness,15
Justin Hardy,Offensive Holding ,-1
D.J. Hayden,Defensive Holding,6
Wes Schweitzer,Offensive Holding,10
Ricky Wagner,Offensive Holding,10
Ty Sambrailo,False Start,5
Greg Robinson,Offensive Holding ,-1
Jeff Locke,Delay of Game,5
Don Carey,Unnecessary Roughness,15
Devonta Freeman,False Start,5
Dontari Poe,Illegal Use of Hands ,-1
Zac Kerin,Offensive Holding,10
Marvin Jones,Offensive Pass Interference,10
Desmond Trufant,Defensive Holding,5
Desmond Trufant,Defensive Pass Interference,18
