player_name,pen,yds
Maliek Collins,Encroachment,5
Zach Ertz,False Start,5
Jason Kelce,Illegal Block Above the Waist,9
Chris Jones,Delay of Game,5
Halapoulivaati Vaitai,Offensive Holding,10
Destiny Vaeao,Defensive Offside,5
Byron Bell,Offensive Holding,10
Vinny Curry,Defensive Offside ,-1
Byron Bell,Offensive Holding,10
Damien Wilson,Offensive Holding,10
Maliek Collins,Face Mask ,-1
Byron Bell,Offensive Holding ,-1
Rasul Douglas,Illegal Contact,5
Will Beatty,Offensive Holding,10
Nate Sudfeld,Delay of Game,5
