player_name,pen,yds
BAL,Defensive ,-1
Matt Judon,Unnecessary Roughness,15
Tom Savage,Delay of Game,5
Brandon Carr,Defensive Pass Interference,19
Chris Clark,False Start,5
Matt Skura,Offensive Holding ,-1
Benardrick McKinney,Defensive Holding,5
Maurice Canady,Roughing the Passer,9
Kevin Johnson,Defensive Holding,5
Jimmy Smith,Defensive Holding ,-1
Brandon Carr,Defensive Holding,5
Jimmy Smith,Defensive Pass Interference,26
C.J. Fiedorowicz,Offensive Holding,10
James Hurst,Offensive Holding,10
Brandon Carr,Defensive Holding ,-1
Jadeveon Clowney,Neutral Zone Infraction,6
