player_name,pen,yds
Ben Garland,Illegal Block Above the Waist,10
Ricardo Allen,Unnecessary Roughness,15
Keith Tandy,Illegal Block Above the Waist,8
Mike Evans,Offensive Pass Interference,10
Ricardo Allen,Unnecessary Roughness,15
Ryan Smith,Illegal Contact,5
Robert Alford,Defensive Holding,5
Mike Evans,Offensive Pass Interference,10
Cameron Brate,False Start,5
Garrison Sanborn,Offensive Holding,10
Wes Schweitzer,False Start,5
Ben Garland,Offensive Holding,10
Joe Hawley,Offensive Holding ,-1
Evan Dietrich-Smith,False Start,5
