player_name,pen,yds
Robert Ayers,Defensive Offside,5
Sealver Siliga,Unnecessary Roughness ,-1
Quandre Diggs,Unnecessary Roughness,15
Ryan Smith,Defensive Holding,5
Corey Robinson,Offensive Holding,10
Taylor Decker,Offensive Holding,10
Golden Tate,Offensive Pass Interference,10
Caleb Benenoch,Illegal Use of Hands,10
Devante Bond,Offensive Holding,10
Marvin Jones,Offensive Pass Interference,10
T.J. Lang,Offensive Holding,10
Ryan Russell,Roughing the Passer,15
Graham Glasgow,Offensive Holding,10
D.J. Hayden,Defensive Pass Interference,40
Caleb Benenoch,False Start,5
T.J. Lang,False Start,5
