player_name,pen,yds
Derrick Morgan,Defensive Offside ,-1
Marcus Gilbert,Face Mask ,-1
Marcus Mariota,Delay of Game,5
Quinton Spain,Offensive Holding ,-1
Cameron Heyward,Defensive Offside,5
Jack Conklin,False Start,5
Martavis Bryant,Offensive Pass Interference,10
Derrick Morgan,Defensive Offside,5
Brynden Trawick,Offensive Holding,2
Stephon Tuitt,Roughing the Passer,15
T.J. Watt,Illegal Use of Hands,5
David DeCastro,False Start,5
Adoree' Jackson,Illegal Use of Hands,5
Jurrell Casey,Roughing the Passer,15
TEN,Illegal Shift,5
LeShaun Sims,Defensive Pass Interference,13
Mike Hilton,Defensive Pass Interference,6
Ben Jones,Offensive Holding,10
