player_name,pen,yds
Eddie Goldman,Roughing the Passer,15
Bryce Callahan,Defensive Pass Interference,24
Latavius Murray,Offensive Holding,10
Pat O'Donnell,Delay of Game,5
Marcus Cooper,Illegal Contact,4
Bryce Callahan,Defensive Pass Interference,24
Dontrelle Inman,Offensive Pass Interference,10
Hroniss Grasu,Offensive Holding ,-1
Mackensie Alexander,Illegal Block Above the Waist,10
Mitch Trubisky,Intentional Grounding,9
Jeremiah Sirles,False Start,5
Benny Cunningham,Offside on Free Kick,5
Joe Berger,Offensive Holding,10
Laquon Treadwell,Offensive Pass Interference,10
Xavier Rhodes,Defensive Holding,5
Charles Leno,False Start,5
Ben Gedeon,Illegal Block Above the Waist,10
Rashod Hill,Offensive Holding,5
Bradley Sowell,Unnecessary Roughness,15
Jeremiah Sirles,Offensive Holding,10
Xavier Rhodes,Defensive Pass Interference,21
Danielle Hunter,Neutral Zone Infraction,2
Case Keenum,Delay of Game,5
