player_name,pen,yds
Johnny Hekker,Delay of Game ,-1
TEN,Defensive ,-1
Robert Quinn,Defensive Offside ,-1
Robert Quinn,Defensive Holding ,-1
Luke Stocker,False Start,4
Robert Quinn,Roughing the Passer,15
Andrew Whitworth,Offensive Holding,10
Pharoh Cooper,Face Mask ,-1
Troy Hill,Defensive Holding ,-1
Delanie Walker,Offensive Holding ,-1
Brynden Trawick,Illegal Use of Hands,5
Brice McCain,Defensive Pass Interference,31
Taylor Lewan,Offensive Holding,10
Andrew Whitworth,False Start,4
