player_name,pen,yds
Jake Matthews,Offensive Holding,10
Devonta Freeman,Unnecessary Roughness,15
Derrick Coleman,False Start,4
Justin Hardy,False Start,5
Devonta Freeman,Face Mask ,-1
Mohamed Sanu,Offensive Pass Interference,10
Vic Beasley,Defensive Offside ,-1
Senio Kelemete,Offensive Holding,10
Derrick Coleman,Unnecessary Roughness,15
Brian Poole,Defensive Pass Interference,7
Ryan Ramczyk,Offensive Holding,10
ATL,Illegal Substitution,5
Desmond Trufant,Unnecessary Roughness ,-1
Andrus Peat,Offensive Holding,10
