player_name,pen,yds
Cody Core,Illegal Block Above the Waist,10
CIN,Illegal Substitution,5
Jerry Hughes,Roughing the Passer,15
BUF,Illegal Formation ,-1
Trey Hopkins,Offensive Holding,10
Dion Dawkins,Offensive Holding,10
Adolphus Washington,Illegal Blindside Block,15
William Jackson,Defensive Pass Interference,19
Kyle Williams,Defensive Holding,5
Greg Mabin,Defensive Pass Interference,16
Carl Lawson,Unnecessary Roughness,15
Logan Thomas,Offensive Holding,10
CIN,Unsportsmanlike Conduct,12
