player_name,pen,yds
David Johnson,Offensive Pass Interference ,-1
Dwayne Washington,Unnecessary Roughness,14
Matthew Stafford,Intentional Grounding,9
Anthony Zettel,Leaping,6
Kenny Golladay,False Start,5
Patrick Peterson,Defensive Holding ,-1
Mike Iupati,Illegal Peelback,15
T.J. Lang,Offensive Holding,10
Nevin Lawson,Defensive Pass Interference,3
D.J. Hayden,Defensive Pass Interference ,-1
Jermaine Gresham,Offensive Holding,10
Kareem Martin,Unsportsmanlike Conduct ,-1
Jared Veldheer,False Start,5
T.J. Lang,Illegal Block Above the Waist,10
Haason Reddick,Illegal Use of Hands ,-1
Corey Peters,Defensive Holding,5
Marvin Jones,Offensive Pass Interference ,-1
John Brown,Offensive Pass Interference,10
A.Q. Shipley,Offensive Holding ,-1
Jarrad Davis,Unnecessary Roughness,15
Mike Iupati,Offensive Holding,10
Jarrad Davis,Defensive Pass Interference,13
