player_name,pen,yds
Najee Goode,Illegal Block Above the Waist,10
Bradley McDougald,Unnecessary Roughness,15
Ronald Darby,Defensive Pass Interference,19
Nigel Bradham,Defensive Holding,5
Mack Hollins,Illegal Block Above the Waist,10
Michael Bennett,Defensive Offside ,-1
Frank Clark,Defensive Offside,5
Alshon Jeffery,Offensive Holding,10
Germain Ifedi,False Start,5
Patrick Robinson,Defensive Holding,5
Corey Graham,Defensive Holding,5
Russell Wilson,Intentional Grounding,16
Bradley McDougald,Defensive Pass Interference ,-1
