player_name,pen,yds
Tyron Smith,False Start,5
Damien Wilson,Roughing the Passer,15
Junior Galette,Defensive Offside,5
Jonathan Cooper,Offensive Holding,10
Jason Witten,Offensive Holding,10
La'el Collins,Offensive Holding,10
Tress Way,Low Block,2
Byron Jones,Illegal Use of Hands ,-1
Tyron Smith,Offensive Holding,7
Tyron Smith,Offensive Holding,10
Morgan Moses,False Start,5
Joshua Holsey,Illegal Touch Kick,5
Zach Brown,Unnecessary Roughness,15
Anthony Brown,Defensive Pass Interference,22
