player_name,pen,yds
Jermey Parnell,Offensive Holding,10
Vince Mayle,Illegal Touch Kick,-1
Jermey Parnell,Offensive Holding,10
Patrick Omameh,False Start,5
Austin Howard,Offensive Holding ,-1
Telvin Smith,Defensive Offside,5
Lardarius Webb,Illegal Contact,5
Marlon Humphrey,Defensive Pass Interference,29
A.J. Cann,Offensive Holding,10
Willie Henry,Encroachment,5
Marqise Lee,Illegal Shift,5
Yannick Ngakoue,Unnecessary Roughness,15
Sheldon Day,Neutral Zone Infraction,5
Michael Pierce,Unsportsmanlike Conduct,15
Ronnie Stanley,Illegal Use of Hands,10
Nick Boyle,Offensive Pass Interference,10
JAX,Illegal Formation ,-1
Alex Collins,Unnecessary Roughness,4
Nick Boyle,Illegal Motion,5
Telvin Smith,Defensive ,-1
Carl Davis,Neutral Zone Infraction,5
