player_name,pen,yds
Mackensie Alexander,Defensive Pass Interference,11
Jake Matthews,Illegal Block Above the Waist,10
Alex Mack,Offensive Holding,10
Ben Garland,Offensive Holding,10
Deion Jones,Defensive Holding,5
Justin Hardy,Illegal Block Above the Waist ,-1
Joe Berger,False Start,5
Austin Hooper,False Start,5
Takkarist McKinley,Neutral Zone Infraction,5
Linval Joseph,Defensive Holding,5
Rashod Hill,Offensive Holding,10
Case Keenum,Illegal Forward Pass,5
Justin Hardy,Illegal Block Above the Waist ,-1
Kemal Ishmael,Offensive Holding,10
Riley Reiff,Chop Block,15
