player_name,pen,yds
Earl Mitchell,Defensive Holding,5
Tyvis Powell,False Start,5
Cassius Marsh,Roughing the Passer,15
Blake Bortles,Delay of Game,5
Dontae Johnson,Defensive Pass Interference,23
Dontae Johnson,Illegal Use of Hands,5
Kyle Juszczyk,False Start,5
Dede Westbrook,Offensive Pass Interference,10
Keelan Cole,Offensive Pass Interference,10
Marcedes Lewis,False Start,5
Keelan Cole,Illegal Shift,5
Myles Jack,Taunting,15
Yannick Ngakoue,Unsportsmanlike Conduct,15
Dante Fowler,Defensive Holding,4
Jalen Myrick,Defensive Offside,5
James O'Shaughnessy,False Start,5
T.J. Yeldon,False Start,5
Ahkello Witherspoon,Defensive Holding,5
Malik Jackson,Unnecessary Roughness,15
Joe Staley,False Start,5
