player_name,pen,yds
Jeremy Lane,Defensive Pass Interference,5
Randall Cobb,Taunting,15
Aaron Rodgers,Delay of Game,5
Cliff Avril,Illegal Block Above the Waist,10
Shaquill Griffin,Defensive Holding,5
Marwin Evans,False Start,5
Davon House,Defensive Holding ,-1
Tre Madden,Illegal Block Above the Waist,10
Justin Vogel,Delay of Game ,-1
Davon House,Running Into the Kicker ,-1
Jahri Evans,Offensive Holding,10
David Bass,Defensive Offside,5
Luke Willson,False Start,5
Nick Perry,Defensive Offside,5
Jahri Evans,Offensive Holding,10
Terence Garvin,Defensive ,-1
Josh Jones,Offside on Free Kick,5
Richard Sherman,Defensive Holding ,-1
Michael Bennett,Defensive Offside,5
Martellus Bennett,Unnecessary Roughness,15
Shaquill Griffin,Defensive Holding ,-1
