player_name,pen,yds
Ibraheim Campbell,Offside on Free Kick,5
Taylor Lewan,Face Mask ,-1
Danny Shelton,Defensive Offside,5
Ibraheim Campbell,Offensive Holding,6
Seth Devalve,Offensive Holding,10
Isaiah Crowell,Illegal Use of Hands,10
Caleb Brantley,Defensive Offside,5
Myles Garrett,Neutral Zone Infraction,5
David Njoku,False Start,5
Adoree' Jackson,Defensive Holding,5
Logan Ryan,Illegal Contact,5
Myles Garrett,Defensive Offside,5
Karl Klug,Defensive Offside,5
Ricardo Louis,Offensive Pass Interference,10
Shon Coleman,Offensive Holding ,-1
Briean Boddy-Calhoun,Illegal Block Above the Waist,10
Jonnu Smith,Offensive Holding,10
Briean Boddy-Calhoun,Player Out of Bounds on Punt,5
