player_name,pen,yds
Quinten Rollins,Neutral Zone Infraction,5
Jeremiah Sirles,False Start,5
Tom Johnson,Neutral Zone Infraction,5
Blake Martinez,Defensive Holding,5
Josh Jones,Illegal Contact,5
Pat Elflein,Ineligible Downfield Pass,5
Anthony Barr,Unsportsmanlike Conduct,15
Jake Ryan,Horse Collar Tackle,15
Josh Hawkins,Defensive Pass Interference,42
Harrison Smith,Defensive Pass Interference ,-1
Mike Remmers,Face Mask ,-1
Laquon Treadwell,Illegal Blindside Block,15
Ricky Jean-Francois,Neutral Zone Infraction,5
Riley Reiff,False Start,5
Justin Vogel,Delay of Game,5
Marwin Evans,Illegal Block Above the Waist,10
