player_name,team,injury,wed_ps,thu_ps,fri_ps,final
Alex Boone,Arizona Cardinals,Chest,LIMITED,LIMITED,LIMITED,Questionable
John Brown,Arizona Cardinals,Quadricep,LIMITED,LIMITED,LIMITED,Questionable
Josh Bynes,Arizona Cardinals,Groin,LIMITED,LIMITED,FULL,Available
Karlos Dansby,Arizona Cardinals,Knee,LIMITED,LIMITED,FULL,Available
D.J. Humphries,Arizona Cardinals,Knee,DNP,DNP,DNP,Out
Josh Mauro,Arizona Cardinals,Calf,LIMITED,LIMITED,FULL,Available
J.J. Nelson,Arizona Cardinals,"Hamstring,tooth",LIMITED,LIMITED,LIMITED,Questionable
Robert Nkemdiche,Arizona Cardinals,Calf,DNP,DNP,DNP,Out
Jaylen Hill,Baltimore Ravens,Thigh,LIMITED,LIMITED,LIMITED,Doubtful
Anthony Levine,Baltimore Ravens,Thigh,LIMITED,LIMITED,FULL,Questionable
Jeremy Maclin,Baltimore Ravens,Hand,FULL,FULL,FULL,Questionable
Jimmy Smith,Baltimore Ravens,Achilles,DNP,DNP,FULL,Questionable
Terrell Suggs,Baltimore Ravens,Not Injury Related,--,--,DNP,Available
Benjamin Watson,Baltimore Ravens,Calf,DNP,DNP,FULL,Questionable
Lardarius Webb,Baltimore Ravens,Thigh,DNP,FULL,FULL,Questionable
Brandon Williams,Baltimore Ravens,Foot,DNP,DNP,DNP,Out
Maxx Williams,Baltimore Ravens,Ankle,DNP,DNP,DNP,Out
Lorenzo Alexander,Buffalo Bills,Not Injury Related,DNP,--,--,Available
Charles Clay,Buffalo Bills,Not Injury Related,DNP,--,--,Available
Kaelin Clay,Buffalo Bills,Back,LIMITED,FULL,FULL,Available
Marcell Dareus,Buffalo Bills,Ankle,LIMITED,LIMITED,FULL,Available
E.J. Gaines,Buffalo Bills,Groin,LIMITED,LIMITED,DNP,Questionable
Cordy Glenn,Buffalo Bills,"Foot,ankle",LIMITED,LIMITED,FULL,Questionable
Ramon Humber,Buffalo Bills,Thumb,DNP,DNP,DNP,Out
Micah Hyde,Buffalo Bills,Knee,DNP,LIMITED,LIMITED,Questionable
Taiwan Jones,Buffalo Bills,Knee,LIMITED,FULL,FULL,Available
Shaq Lawson,Buffalo Bills,Groin,LIMITED,FULL,FULL,Available
Jordan Matthews,Buffalo Bills,Thumb,DNP,DNP,DNP,Out
LeSean McCoy,Buffalo Bills,Wrist,FULL,FULL,FULL,Available
Mike Tolbert,Buffalo Bills,Thumb,FULL,--,--,Available
Kyle Williams,Buffalo Bills,Thumb,DNP,FULL,FULL,Available
Jerel Worthy,Buffalo Bills,Thumb,FULL,--,--,Available
Shareece Wright,Buffalo Bills,Back,--,LIMITED,LIMITED,Questionable
Eddie Yarbrough,Buffalo Bills,Thigh,--,LIMITED,FULL,Available
Mario Addison,Carolina Panthers,Knee,DNP,DNP,LIMITED,Questionable
Kelvin Benjamin,Carolina Panthers,Knee,DNP,LIMITED,LIMITED,Available
Kurt Coleman,Carolina Panthers,Knee,DNP,DNP,DNP,Out
Demetrious Cox,Carolina Panthers,Ankle,DNP,DNP,DNP,Out
Thomas Davis,Carolina Panthers,Rib,DNP,FULL,FULL,Available
Daeshon Hall,Carolina Panthers,Knee,LIMITED,FULL,--,Available
Charles Johnson,Carolina Panthers,Not Injury Related,--,DNP,FULL,Available
Matt Kalil,Carolina Panthers,Groin,--,DNP,DNP,Questionable
Ryan Kalil,Carolina Panthers,Neck,DNP,DNP,DNP,Out
Tyler Larsen,Carolina Panthers,Shoulder,DNP,FULL,FULL,Available
Star Lotulelei,Carolina Panthers,Shoulder,LIMITED,FULL,FULL,Available
Cam Newton,Carolina Panthers,Right Shoulder,LIMITED,LIMITED,LIMITED,Available
Julius Peppers,Carolina Panthers,Shoulder,DNP,DNP,DNP,Questionable
Curtis Samuel,Carolina Panthers,Back,LIMITED,LIMITED,FULL,Available
Jonathan Stewart,Carolina Panthers,Not Injury Related,--,DNP,FULL,Available
Trai Turner,Carolina Panthers,Knee,LIMITED,FULL,FULL,Available
Daryl Worley,Carolina Panthers,Shoulder,FULL,FULL,FULL,Available
Marcus Cooper,Chicago Bears,Back,--,--,DNP,Questionable
Hroniss Grasu,Chicago Bears,Hand,LIMITED,LIMITED,LIMITED,Questionable
Akiem Hicks,Chicago Bears,Foot,LIMITED,LIMITED,FULL,Available
Nick Kwiatkoski,Chicago Bears,Chest,DNP,DNP,DNP,Doubtful
Willie Young,Chicago Bears,Tricep,LIMITED,DNP,DNP,Doubtful
Andrew Billings,Cincinnati Bengals,Shin,DNP,FULL,FULL,Available
Tyler Eifert,Cincinnati Bengals,Back,DNP,DNP,DNP,Out
Jordan Evans,Cincinnati Bengals,Hamstring,DNP,LIMITED,LIMITED,Questionable
Jake Fisher,Cincinnati Bengals,Back,--,LIMITED,LIMITED,Available
Ryan Hewitt,Cincinnati Bengals,Knee,DNP,DNP,DNP,Out
Trey Hopkins,Cincinnati Bengals,Knee,FULL,FULL,FULL,Available
T.J. Johnson,Cincinnati Bengals,Neck,FULL,FULL,FULL,Available
Adam Jones,Cincinnati Bengals,Hip,LIMITED,FULL,FULL,Available
Dre Kirkpatrick,Cincinnati Bengals,Shoulder,LIMITED,FULL,FULL,Available
Tyler Kroft,Cincinnati Bengals,"Neck,knee",LIMITED,FULL,FULL,Available
Brandon LaFell,Cincinnati Bengals,Knee,LIMITED,FULL,FULL,Available
A.J. McCarron,Cincinnati Bengals,Achilles,LIMITED,FULL,FULL,Available
John Ross,Cincinnati Bengals,Knee,DNP,DNP,DNP,Out
Derron Smith,Cincinnati Bengals,Ankle,DNP,DNP,DNP,Out
C.J. Uzomah,Cincinnati Bengals,Knee,DNP,FULL,FULL,Available
B.J. Bello,Cleveland Browns,Neck,LIMITED,LIMITED,FULL,Available
Kenny Britt,Cleveland Browns,"Knee,groin",DNP,DNP,DNP,Doubtful
Sammie Coates,Cleveland Browns,Hamstring,LIMITED,LIMITED,FULL,Available
Jamie Collins,Cleveland Browns,Concussion,DNP,DNP,DNP,Doubtful
Myles Garrett,Cleveland Browns,Ankle,LIMITED,LIMITED,LIMITED,Available
Derrick Kindred,Cleveland Browns,Wrist,FULL,FULL,FULL,Available
Christian Kirksey,Cleveland Browns,Groin,--,--,FULL,Available
Jamie Meder,Cleveland Browns,Toe,LIMITED,LIMITED,LIMITED,Available
Danny Shelton,Cleveland Browns,Calf,DNP,LIMITED,LIMITED,Available
Jamar Taylor,Cleveland Browns,Ribs,LIMITED,LIMITED,FULL,Available
Randall Telfer,Cleveland Browns,"Knee,ankle",DNP,LIMITED,FULL,Available
Joe Thomas,Cleveland Browns,Knee,DNP,FULL,FULL,Available
Kevin Zeitler,Cleveland Browns,Thumb,FULL,FULL,FULL,Available
Chidobe Awuzie,Dallas Cowboys,Hamstring,FULL,FULL,FULL,Available
Anthony Brown,Dallas Cowboys,Ankle,--,LIMITED,LIMITED,Questionable
Nolan Carroll,Dallas Cowboys,Concussion,FULL,FULL,FULL,Questionable
La'el Collins,Dallas Cowboys,Ankle,FULL,FULL,FULL,Questionable
Ezekiel Elliott,Dallas Cowboys,Chest,FULL,FULL,FULL,Available
Kavon Frazier,Dallas Cowboys,Knee,FULL,FULL,FULL,Available
Chaz Green,Dallas Cowboys,Hip,FULL,FULL,FULL,Available
Anthony Hitchens,Dallas Cowboys,Knee,FULL,FULL,FULL,Available
Sean Lee,Dallas Cowboys,Hamstring,DNP,DNP,DNP,Questionable
Stephen Paea,Dallas Cowboys,Knee,DNP,DNP,DNP,Questionable
Tyron Smith,Dallas Cowboys,Back,LIMITED,DNP,DNP,Questionable
Charles Tapper,Dallas Cowboys,Foot,LIMITED,DNP,DNP,Out
Ameer Abdullah,Detroit Lions,Ankle,LIMITED,FULL,FULL,Available
Ezekiel Ansah,Detroit Lions,Knee,LIMITED,LIMITED,LIMITED,Questionable
Don Carey,Detroit Lions,Knee,FULL,FULL,FULL,Questionable
Jarrad Davis,Detroit Lions,Neck,LIMITED,LIMITED,LIMITED,Questionable
Kenny Golladay,Detroit Lions,Hamstring,DNP,DNP,DNP,Out
T.J. Lang,Detroit Lions,Back,DNP,LIMITED,DNP,Questionable
Steve Longa,Detroit Lions,Not Injury Related,DNP,FULL,FULL,Available
Haloti Ngata,Detroit Lions,Shoulder,DNP,LIMITED,DNP,Questionable
Glover Quin,Detroit Lions,Groin,LIMITED,FULL,FULL,Available
Travis Swanson,Detroit Lions,Ankle,LIMITED,LIMITED,FULL,Questionable
Ricky Wagner,Detroit Lions,"Ankle,shoulder",DNP,LIMITED,LIMITED,Questionable
Dwayne Washington,Detroit Lions,Quadricep,DNP,DNP,DNP,Out
Tahir Whitehead,Detroit Lions,Pectoral,LIMITED,LIMITED,LIMITED,Questionable
Paul Worrilow,Detroit Lions,Knee,DNP,DNP,DNP,Out
Davante Adams,Green Bay Packers,Concussion,LIMITED,LIMITED,LIMITED,Questionable
David Bakhtiari,Green Bay Packers,Hamstring,LIMITED,LIMITED,LIMITED,Questionable
Ahmad Brooks,Green Bay Packers,Back,LIMITED,LIMITED,LIMITED,Questionable
Bryan Bulaga,Green Bay Packers,Ankle,LIMITED,LIMITED,LIMITED,Questionable
Mike Daniels,Green Bay Packers,Hip,LIMITED,LIMITED,LIMITED,Questionable
Davon House,Green Bay Packers,Quadricep,LIMITED,FULL,FULL,Questionable
Ty Montgomery,Green Bay Packers,Ribs,LIMITED,LIMITED,LIMITED,Doubtful
Nick Perry,Green Bay Packers,Hand,LIMITED,FULL,FULL,Available
Quinten Rollins,Green Bay Packers,Ankle,FULL,FULL,FULL,Questionable
Joe Thomas,Green Bay Packers,Ankle,DNP,DNP,DNP,Out
Jamaal Williams,Green Bay Packers,Knee,FULL,FULL,FULL,Available
Marcus Burley,Houston Texans,Knee,LIMITED,LIMITED,FULL,Available
Christian Covington,Houston Texans,Knee,LIMITED,LIMITED,FULL,Available
Kyle Fuller,Houston Texans,Hamstring,DNP,DNP,DNP,Out
Andre Hal,Houston Texans,Ribs,FULL,FULL,FULL,Available
Ben Heeney,Houston Texans,Knee,--,DNP,DNP,Out
Kareem Jackson,Houston Texans,Hamstring,LIMITED,LIMITED,FULL,Available
Kevin Johnson,Houston Texans,Knee,DNP,DNP,DNP,Out
Greg Mancz,Houston Texans,Knee,LIMITED,LIMITED,DNP,Questionable
Whitney Mercilus,Houston Texans,Ankle,--,LIMITED,FULL,Available
Xavier Su'a-Filo,Houston Texans,Knee,LIMITED,LIMITED,LIMITED,Available
Jordan Todman,Houston Texans,Foot,FULL,FULL,FULL,Available
J.J. Watt,Houston Texans,Finger,FULL,FULL,FULL,Available
Jack Doyle,Indianapolis Colts,"Concussion,neck",LIMITED,LIMITED,DNP,Out
Matthias Farley,Indianapolis Colts,Quadricep,DNP,FULL,FULL,Available
Frank Gore,Indianapolis Colts,Not Injury Related,--,DNP,DNP,Available
Nate Hairston,Indianapolis Colts,Quadricep,DNP,DNP,FULL,Out
Matt Jones,Indianapolis Colts,Knee,--,DNP,DNP,Doubtful
Ryan Kelly,Indianapolis Colts,Foot,FULL,FULL,FULL,Available
Andrew Luck,Indianapolis Colts,Right Shoulder,LIMITED,DNP,LIMITED,Out
Marlon Mack,Indianapolis Colts,Shoulder,FULL,FULL,FULL,Available
Rashaan Melvin,Indianapolis Colts,"Hamstring,ankle",LIMITED,DNP,LIMITED,Questionable
Jack Mewhort,Indianapolis Colts,Not Injury Related,--,DNP,FULL,Available
Chris Milton,Indianapolis Colts,Hamstring,FULL,FULL,FULL,Available
Chester Rogers,Indianapolis Colts,Hamstring,DNP,LIMITED,LIMITED,Questionable
Anthony Walker,Indianapolis Colts,Hamstring,FULL,FULL,FULL,Available
Quincy Wilson,Indianapolis Colts,Knee,LIMITED,FULL,FULL,Available
Tommy Bohanon,Jacksonville Jaguars,Knee,LIMITED,FULL,FULL,Available
Blake Bortles,Jacksonville Jaguars,Right Wrist,FULL,FULL,FULL,Available
A.J. Cann,Jacksonville Jaguars,Hand,LIMITED,LIMITED,FULL,Available
Leonard Fournette,Jacksonville Jaguars,Ankle,LIMITED,FULL,FULL,Available
Malik Jackson,Jacksonville Jaguars,Groin,LIMITED,LIMITED,FULL,Available
Marqise Lee,Jacksonville Jaguars,Ribs,DNP,DNP,LIMITED,Questionable
Brandon Linder,Jacksonville Jaguars,Illness,DNP,LIMITED,LIMITED,Questionable
Lerentee McCray,Jacksonville Jaguars,Knee,LIMITED,DNP,DNP,Out
Donald Payne,Jacksonville Jaguars,Hamstring,FULL,FULL,FULL,Available
