player_name,team,injury,wed_ps,thu_ps,fri_ps,final
Alex Boone,Arizona Cardinals,Chest,DNP,DNP,DNP,Out
John Brown,Arizona Cardinals,Quadricep,LIMITED,LIMITED,LIMITED,Questionable
Deone Bucannon,Arizona Cardinals,Ankle,FULL,FULL,FULL,Available
Jermaine Gresham,Arizona Cardinals,Ribs,LIMITED,LIMITED,FULL,Available
D.J. Humphries,Arizona Cardinals,Knee,LIMITED,LIMITED,LIMITED,Questionable
Mike Iupati,Arizona Cardinals,Tricep,LIMITED,LIMITED,DNP,Out
Chandler Jones,Arizona Cardinals,Chest,LIMITED,LIMITED,FULL,Available
J.J. Nelson,Arizona Cardinals,Hamstring,LIMITED,LIMITED,LIMITED,Questionable
Robert Nkemdiche,Arizona Cardinals,Calf,--,LIMITED,DNP,Out
John Wetzel,Arizona Cardinals,Biceps,LIMITED,LIMITED,FULL,Available
Ricardo Allen,Atlanta Falcons,Concussion,DNP,DNP,DNP,Out
Vic Beasley,Atlanta Falcons,Hamstring,DNP,DNP,DNP,Out
Jack Crawford,Atlanta Falcons,Shoulder,LIMITED,LIMITED,FULL,Available
Julio Jones,Atlanta Falcons,Back,LIMITED,LIMITED,LIMITED,Available
Ryan Schraeder,Atlanta Falcons,Concussion,DNP,DNP,DNP,Out
Courtney Upshaw,Atlanta Falcons,"Ankle,knee",DNP,DNP,DNP,Out
Terron Ward,Atlanta Falcons,"Neck,shoulder",DNP,DNP,DNP,Out
Jaylen Hill,Baltimore Ravens,Thigh,DNP,DNP,DNP,Out
Terrell Suggs,Baltimore Ravens,Not Injury Related,--,--,DNP,Available
Benjamin Watson,Baltimore Ravens,Calf,DNP,DNP,DNP,Questionable
Brandon Williams,Baltimore Ravens,Foot,DNP,DNP,DNP,Out
Maxx Williams,Baltimore Ravens,Ankle,DNP,DNP,DNP,Out
Lorenzo Alexander,Buffalo Bills,Not Injury Related,DNP,--,--,Available
Marcell Dareus,Buffalo Bills,Ankle,LIMITED,FULL,FULL,Available
Cordy Glenn,Buffalo Bills,"Foot,ankle",DNP,DNP,DNP,Out
Shaq Lawson,Buffalo Bills,Groin,--,LIMITED,DNP,Questionable
LeSean McCoy,Buffalo Bills,Wrist,FULL,FULL,FULL,Available
Kyle Williams,Buffalo Bills,Not Injury Related,DNP,--,--,Available
Jerel Worthy,Buffalo Bills,Concussion,FULL,FULL,FULL,Available
Kelvin Benjamin,Carolina Panthers,Knee,DNP,FULL,FULL,Available
Jeremy Cash,Carolina Panthers,Calf,DNP,DNP,DNP,Out
Thomas Davis,Carolina Panthers,Rib,DNP,DNP,LIMITED,Available
Daeshon Hall,Carolina Panthers,Knee,--,DNP,DNP,Out
Charles Johnson,Carolina Panthers,Not Injury Related,--,DNP,FULL,Available
Ryan Kalil,Carolina Panthers,Neck,DNP,DNP,DNP,Out
Star Lotulelei,Carolina Panthers,Shoulder,DNP,FULL,FULL,Available
Kyle Love,Carolina Panthers,Ankle,--,--,DNP,Available
Cam Newton,Carolina Panthers,Right Shoulder,LIMITED,LIMITED,LIMITED,Available
Julius Peppers,Carolina Panthers,Not Injury Related,DNP,FULL,FULL,Available
Curtis Samuel,Carolina Panthers,Back,LIMITED,LIMITED,DNP,Out
Jonathan Stewart,Carolina Panthers,Not Injury Related,--,DNP,FULL,Available
Daryl Worley,Carolina Panthers,Shoulder,DNP,DNP,DNP,Out
Tom Compton,Chicago Bears,Hip,FULL,--,--,Available
Quintin Demps,Chicago Bears,Forearm,DNP,DNP,DNP,Out
Hroniss Grasu,Chicago Bears,Hand,LIMITED,LIMITED,LIMITED,Questionable
Nick Kwiatkoski,Chicago Bears,Chest,DNP,DNP,DNP,Doubtful
Josh Sitton,Chicago Bears,Ribs,LIMITED,LIMITED,LIMITED,Questionable
