player_name,team,injury,wed_ps,thu_ps,fri_ps,final
Jaron Brown,Arizona Cardinals,Knee,LIMITED,LIMITED,FULL,Available
John Brown,Arizona Cardinals,Toe,DNP,LIMITED,DNP,Out
Deone Bucannon,Arizona Cardinals,Ankle,LIMITED,FULL,FULL,Available
Karlos Dansby,Arizona Cardinals,Not Injury Related,DNP,FULL,FULL,Available
Justin Drescher,Arizona Cardinals,Shoulder,LIMITED,FULL,FULL,Available
Larry Fitzgerald,Arizona Cardinals,Not Injury Related,DNP,FULL,FULL,Available
Johnathan Ford,Arizona Cardinals,Knee,DNP,--,--,Available
Josh Mauro,Arizona Cardinals,Ankle,LIMITED,DNP,LIMITED,Questionable
J.J. Nelson,Arizona Cardinals,Knee,LIMITED,LIMITED,LIMITED,Questionable
Troy Niklas,Arizona Cardinals,"Hip,knee",LIMITED,FULL,FULL,Available
Adrian Peterson,Arizona Cardinals,Neck,DNP,DNP,DNP,Out
Corey Peters,Arizona Cardinals,Ankle,DNP,LIMITED,LIMITED,Questionable
Patrick Peterson,Arizona Cardinals,Hamstring,LIMITED,DNP,LIMITED,Questionable
Frostee Rucker,Arizona Cardinals,Not Injury Related,DNP,FULL,FULL,Available
A.Q. Shipley,Arizona Cardinals,Shoulder,LIMITED,FULL,FULL,Available
Jared Veldheer,Arizona Cardinals,Elbow,DNP,DNP,LIMITED,Questionable
Kerwynn Williams,Arizona Cardinals,Ribs,LIMITED,FULL,FULL,Available
Andrew Levitre,Atlanta Falcons,Triceps,DNP,DNP,DNP,Out
Brian Poole,Atlanta Falcons,Back,LIMITED,LIMITED,FULL,Available
Eric Saubert,Atlanta Falcons,Back,DNP,DNP,DNP,Out
Desmond Trufant,Atlanta Falcons,Concussion,FULL,FULL,FULL,Available
Jermaine Eluemunor,Baltimore Ravens,Shoulder,LIMITED,LIMITED,FULL,Questionable
Jeremy Maclin,Baltimore Ravens,Back,LIMITED,DNP,FULL,Questionable
C.J. Mosley,Baltimore Ravens,Neck,DNP,FULL,FULL,Questionable
Za'Darius Smith,Baltimore Ravens,Shoulder,DNP,DNP,DNP,Doubtful
Terrell Suggs,Baltimore Ravens,Not Injury Related,--,--,DNP,Available
Kelvin Benjamin,Buffalo Bills,Knee,LIMITED,FULL,FULL,Available
Travaris Cadet,Buffalo Bills,Concussion,DNP,LIMITED,FULL,Available
Charles Clay,Buffalo Bills,Knee,DNP,FULL,FULL,Available
