player_name,team,injury,wed_ps,thu_ps,fri_ps,final
John Brown,Arizona Cardinals,Quadricep,DNP,DNP,DNP,Out
Deone Bucannon,Arizona Cardinals,Ankle,LIMITED,LIMITED,LIMITED,Doubtful
Karlos Dansby,Arizona Cardinals,Shin,DNP,FULL,FULL,Available
Jermaine Gresham,Arizona Cardinals,Ribs,DNP,DNP,DNP,Questionable
D.J. Humphries,Arizona Cardinals,Knee,DNP,DNP,DNP,Out
Mike Iupati,Arizona Cardinals,Tricep,DNP,DNP,DNP,Out
Troy Niklas,Arizona Cardinals,Hip,--,LIMITED,LIMITED,Questionable
Robert Nkemdiche,Arizona Cardinals,Calf,LIMITED,LIMITED,LIMITED,Questionable
Brian Hill,Atlanta Falcons,Ankle,LIMITED,LIMITED,LIMITED,Questionable
Kemal Ishmael,Atlanta Falcons,Hamstring,LIMITED,LIMITED,LIMITED,Available
Alex Mack,Atlanta Falcons,Back,LIMITED,FULL,FULL,Available
Austin Pasztor,Atlanta Falcons,Chest,FULL,FULL,FULL,Available
Duke Riley,Atlanta Falcons,Knee,LIMITED,LIMITED,FULL,Available
Eric Saubert,Atlanta Falcons,Hamstring,LIMITED,LIMITED,FULL,Available
Michael Campanaro,Baltimore Ravens,Ankle,--,--,LIMITED,Questionable
Jaylen Hill,Baltimore Ravens,Thigh,DNP,DNP,DNP,Out
Sheldon Price,Baltimore Ravens,Concussion,DNP,DNP,DNP,Out
Za'Darius Smith,Baltimore Ravens,"Knee,ankle",DNP,DNP,DNP,Out
Eric Weddle,Baltimore Ravens,Illness,DNP,FULL,FULL,Available
Tim Williams,Baltimore Ravens,Illness,--,DNP,LIMITED,Questionable
Danny Woodhead,Baltimore Ravens,Thigh,DNP,--,--,Available
Colt Anderson,Buffalo Bills,Foot,LIMITED,LIMITED,FULL,Available
Charles Clay,Buffalo Bills,Shoulder,LIMITED,FULL,FULL,Available
E.J. Gaines,Buffalo Bills,Shoulder,LIMITED,FULL,FULL,Available
Cordy Glenn,Buffalo Bills,Foot,LIMITED,FULL,FULL,Available
Leonard Johnson,Buffalo Bills,Quadricep,--,LIMITED,LIMITED,Questionable
LeSean McCoy,Buffalo Bills,"Wrist,groin",FULL,FULL,DNP,Available
Mike Tolbert,Buffalo Bills,Knee,FULL,FULL,FULL,Available
Tanner Vallejo,Buffalo Bills,Knee,LIMITED,LIMITED,FULL,Available
Jerel Worthy,Buffalo Bills,Concussion,DNP,DNP,DNP,Out
Vernon Butler,Carolina Panthers,Knee,FULL,FULL,FULL,Available
Jeremy Cash,Carolina Panthers,Knee,--,LIMITED,FULL,Available
Thomas Davis,Carolina Panthers,Knee,DNP,FULL,FULL,Available
Charles Johnson,Carolina Panthers,Not Injury Related,--,DNP,FULL,Available
Ryan Kalil,Carolina Panthers,Not Injury Related,DNP,FULL,FULL,Available
Cole Luke,Carolina Panthers,Ankle,LIMITED,DNP,--,Available
Cam Newton,Carolina Panthers,Right Shoulder,FULL,LIMITED,FULL,Available
Jared Norris,Carolina Panthers,Groin,FULL,FULL,FULL,Available
Julius Peppers,Carolina Panthers,Not Injury Related,DNP,FULL,FULL,Available
John Theus,Carolina Panthers,Not Injury Related,--,--,DNP,Available
Adrian Amos,Chicago Bears,Not Injury Related,DNP,FULL,--,Available
Prince Amukamara,Chicago Bears,Ankle,LIMITED,LIMITED,LIMITED,Questionable
Josh Bellamy,Chicago Bears,Ankle,--,LIMITED,LIMITED,Questionable
Deon Bush,Chicago Bears,Hamstring,LIMITED,LIMITED,DNP,Questionable
Benny Cunningham,Chicago Bears,Ankle,DNP,DNP,DNP,Doubtful
Leonard Floyd,Chicago Bears,Back,--,--,LIMITED,Questionable
Jordan Howard,Chicago Bears,Shoulder,LIMITED,LIMITED,LIMITED,Questionable
Christian Jones,Chicago Bears,Back,LIMITED,LIMITED,LIMITED,Questionable
Kyle Long,Chicago Bears,Ankle,LIMITED,LIMITED,LIMITED,Questionable
Markus Wheaton,Chicago Bears,Finger,LIMITED,LIMITED,LIMITED,Questionable
Trey Hopkins,Cincinnati Bengals,Knee,DNP,DNP,DNP,Out
Michael Johnson,Cincinnati Bengals,Concussion,DNP,DNP,DNP,Out
Dre Kirkpatrick,Cincinnati Bengals,Foot,DNP,FULL,FULL,Available
John Ross,Cincinnati Bengals,Knee,FULL,FULL,FULL,Questionable
Josh Shaw,Cincinnati Bengals,Ankle,LIMITED,FULL,FULL,Available
C.J. Uzomah,Cincinnati Bengals,Ankle,FULL,FULL,FULL,Questionable
Shawn Williams,Cincinnati Bengals,Elbow,FULL,FULL,FULL,Questionable
Caleb Brantley,Cleveland Browns,Finger,FULL,FULL,FULL,Available
