player_name,team,injury,wed_ps,thu_ps,fri_ps,final
Alex Boone,Arizona Cardinals,Chest,LIMITED,LIMITED,FULL,Available
John Brown,Arizona Cardinals,Quadricep,LIMITED,LIMITED,FULL,Available
Josh Bynes,Arizona Cardinals,Hamstring,LIMITED,LIMITED,FULL,Available
Karlos Dansby,Arizona Cardinals,Hamstring,LIMITED,LIMITED,LIMITED,Questionable
D.J. Humphries,Arizona Cardinals,Knee,LIMITED,LIMITED,FULL,Available
Josh Mauro,Arizona Cardinals,Elbow,LIMITED,LIMITED,FULL,Available
J.J. Nelson,Arizona Cardinals,Hamstring,LIMITED,LIMITED,FULL,Available
Robert Nkemdiche,Arizona Cardinals,Calf,LIMITED,LIMITED,LIMITED,Questionable
Corey Peters,Arizona Cardinals,Knee,LIMITED,LIMITED,LIMITED,Questionable
Patrick Peterson,Arizona Cardinals,Quadricep,LIMITED,LIMITED,LIMITED,Questionable
Olsen Pierre,Arizona Cardinals,Ankle,DNP,DNP,DNP,Out
Jared Veldheer,Arizona Cardinals,Knee,LIMITED,LIMITED,LIMITED,Questionable
Xavier Williams,Arizona Cardinals,Shoulder,LIMITED,LIMITED,FULL,Available
Ricardo Allen,Atlanta Falcons,Concussion,FULL,FULL,FULL,Available
Vic Beasley,Atlanta Falcons,Hamstring,LIMITED,LIMITED,LIMITED,Available
Matt Bryant,Atlanta Falcons,Back,DNP,DNP,LIMITED,Questionable
Jermaine Grace,Atlanta Falcons,Hamstring,--,--,LIMITED,Out
Justin Hardy,Atlanta Falcons,Illness,DNP,FULL,FULL,Available
Julio Jones,Atlanta Falcons,Hip,LIMITED,LIMITED,LIMITED,Available
Mohamed Sanu,Atlanta Falcons,Hamstring,DNP,DNP,DNP,Out
Ryan Schraeder,Atlanta Falcons,Concussion,FULL,FULL,FULL,Available
Courtney Upshaw,Atlanta Falcons,"Ankle,knee",DNP,DNP,DNP,Out
Terron Ward,Atlanta Falcons,"Neck,shoulder",FULL,FULL,FULL,Available
Carl Davis,Baltimore Ravens,Thigh,DNP,DNP,LIMITED,Questionable
Jaylen Hill,Baltimore Ravens,Thigh,LIMITED,LIMITED,LIMITED,Questionable
Anthony Levine,Baltimore Ravens,Thigh,LIMITED,LIMITED,LIMITED,Questionable
Jeremy Maclin,Baltimore Ravens,Shoulder,LIMITED,LIMITED,LIMITED,Questionable
Breshad Perriman,Baltimore Ravens,Knee,DNP,FULL,FULL,Questionable
Matt Skura,Baltimore Ravens,Knee,DNP,DNP,DNP,Out
Jimmy Smith,Baltimore Ravens,Achilles,DNP,DNP,LIMITED,Questionable
Terrell Suggs,Baltimore Ravens,Not Injury Related,--,--,DNP,Available
Terrance West,Baltimore Ravens,Calf,DNP,DNP,DNP,Out
Brandon Williams,Baltimore Ravens,Foot,DNP,DNP,LIMITED,Doubtful
Maxx Williams,Baltimore Ravens,Ankle,FULL,FULL,FULL,Questionable
Tim Williams,Baltimore Ravens,Thigh,LIMITED,DNP,DNP,Doubtful
Mario Addison,Carolina Panthers,Knee,DNP,DNP,FULL,Available
James Bradberry,Carolina Panthers,Calf,--,DNP,FULL,Available
Kurt Coleman,Carolina Panthers,Knee,DNP,DNP,DNP,Out
Demetrious Cox,Carolina Panthers,Ankle,DNP,DNP,DNP,Out
Devin Funchess,Carolina Panthers,Knee,DNP,DNP,FULL,Available
Matt Kalil,Carolina Panthers,Ankle,DNP,LIMITED,FULL,Available
Ryan Kalil,Carolina Panthers,Neck,DNP,DNP,DNP,Out
