player_name,team,injury,wed_ps,thu_ps,fri_ps,final
Deone Bucannon,Arizona Cardinals,Ankle,DNP,DNP,DNP,Out
Larry Fitzgerald,Arizona Cardinals,Not Injury Related,DNP,FULL,FULL,Available
Mike Iupati,Arizona Cardinals,Tricep,LIMITED,LIMITED,LIMITED,Questionable
Robert Nkemdiche,Arizona Cardinals,Calf,DNP,LIMITED,LIMITED,Questionable
Carson Palmer,Arizona Cardinals,Not Injury Related,DNP,FULL,FULL,Available
Brian Hill,Atlanta Falcons,Ankle,DNP,DNP,DNP,Out
Damontae Kazee,Atlanta Falcons,Ankle,FULL,FULL,FULL,Available
Austin Pasztor,Atlanta Falcons,Chest,LIMITED,LIMITED,LIMITED,Questionable
Terron Ward,Atlanta Falcons,Hamstring,LIMITED,LIMITED,LIMITED,Available
Joe Flacco,Baltimore Ravens,Back,FULL,FULL,FULL,Available
Jaylen Hill,Baltimore Ravens,Thigh,DNP,DNP,DNP,Out
Jeremy Maclin,Baltimore Ravens,Hand,FULL,FULL,FULL,Available
Breshad Perriman,Baltimore Ravens,Thigh,FULL,FULL,FULL,Available
Sheldon Price,Baltimore Ravens,Concussion,LIMITED,LIMITED,LIMITED,Doubtful
Ronnie Stanley,Baltimore Ravens,Knee,FULL,FULL,FULL,Available
Danny Woodhead,Baltimore Ravens,Thigh,FULL,FULL,FULL,Available
Colt Anderson,Buffalo Bills,Foot,LIMITED,LIMITED,FULL,Available
Marcell Dareus,Buffalo Bills,Hip,LIMITED,FULL,FULL,Available
Cordy Glenn,Buffalo Bills,Foot,FULL,FULL,FULL,Available
Jordan Matthews,Buffalo Bills,Chest,FULL,FULL,FULL,Available
LeSean McCoy,Buffalo Bills,Illness,--,LIMITED,FULL,Available
Tyrod Taylor,Buffalo Bills,Concussion,FULL,FULL,FULL,Available
Tanner Vallejo,Buffalo Bills,Knee,DNP,DNP,DNP,Out
Jerel Worthy,Buffalo Bills,Concussion,DNP,DNP,DNP,Out
Vernon Butler,Carolina Panthers,Knee,LIMITED,LIMITED,LIMITED,Doubtful
Daeshon Hall,Carolina Panthers,Knee,FULL,FULL,FULL,Questionable
Kyle Love,Carolina Panthers,Ankle,LIMITED,DNP,FULL,Questionable
Cole Luke,Carolina Panthers,Ankle,DNP,DNP,DNP,Out
Cam Newton,Carolina Panthers,Right Shoulder,FULL,FULL,FULL,Questionable
Jared Norris,Carolina Panthers,Groin,DNP,DNP,DNP,Out
Curtis Samuel,Carolina Panthers,Ankle,FULL,FULL,FULL,Questionable
Sam Acho,Chicago Bears,Ankle,LIMITED,LIMITED,FULL,Available
Prince Amukamara,Chicago Bears,Ankle,DNP,DNP,DNP,Doubtful
Jonathan Bullard,Chicago Bears,Glute,LIMITED,LIMITED,FULL,Available
Eddie Jackson,Chicago Bears,Groin,LIMITED,FULL,--,Available
Kyle Long,Chicago Bears,Ankle,DNP,LIMITED,LIMITED,Questionable
Sherrick McManis,Chicago Bears,Hamstring,LIMITED,LIMITED,FULL,Available
Pernell McPhee,Chicago Bears,Knee,LIMITED,LIMITED,LIMITED,Questionable
Markus Wheaton,Chicago Bears,Finger,DNP,LIMITED,LIMITED,Questionable
Tyler Boyd,Cincinnati Bengals,Hamstring,FULL,FULL,FULL,Available
Tyler Eifert,Cincinnati Bengals,Knee,FULL,FULL,FULL,Available
Jeremy Hill,Cincinnati Bengals,Ankle,FULL,FULL,FULL,Available
George Iloka,Cincinnati Bengals,Knee,FULL,FULL,FULL,Available
John Ross,Cincinnati Bengals,Knee,DNP,LIMITED,LIMITED,Questionable
C.J. Uzomah,Cincinnati Bengals,Ankle,DNP,DNP,DNP,Out
Shawn Williams,Cincinnati Bengals,Elbow,DNP,DNP,DNP,Out
