player_name,team,injury,wed_ps,thu_ps,fri_ps,final
John Brown,Arizona Cardinals,Toe,DNP,DNP,DNP,Out
Deone Bucannon,Arizona Cardinals,Ankle,DNP,DNP,DNP,Out
Larry Fitzgerald,Arizona Cardinals,Not Injury Related,DNP,FULL,FULL,Available
Johnathan Ford,Arizona Cardinals,Knee,DNP,DNP,DNP,Out
Brittan Golden,Arizona Cardinals,Groin,DNP,LIMITED,FULL,Available
Josh Mauro,Arizona Cardinals,Ankle,DNP,LIMITED,LIMITED,Questionable
Troy Niklas,Arizona Cardinals,"Back,knee",LIMITED,LIMITED,LIMITED,Questionable
Robert Nkemdiche,Arizona Cardinals,Ankle,LIMITED,FULL,FULL,Available
Adrian Peterson,Arizona Cardinals,Neck,DNP,DNP,DNP,Questionable
Corey Peters,Arizona Cardinals,Ankle,DNP,DNP,DNP,Out
Ricky Seals-Jones,Arizona Cardinals,Not Injury Related,DNP,FULL,FULL,Available
Drew Stanton,Arizona Cardinals,Knee,FULL,FULL,FULL,Available
Kerwynn Williams,Arizona Cardinals,Ribs,LIMITED,LIMITED,LIMITED,Available
Matt Bryant,Atlanta Falcons,Back,DNP,DNP,LIMITED,Available
Devonta Freeman,Atlanta Falcons,Concussion,FULL,FULL,FULL,Available
Justin Hardy,Atlanta Falcons,Shoulder,LIMITED,LIMITED,FULL,Available
Julio Jones,Atlanta Falcons,Ankle,LIMITED,LIMITED,LIMITED,Available
Andrew Levitre,Atlanta Falcons,Knee,LIMITED,LIMITED,LIMITED,Available
Brian Poole,Atlanta Falcons,Back,DNP,DNP,LIMITED,Available
Ty Sambrailo,Atlanta Falcons,Hamstring,LIMITED,LIMITED,FULL,Available
Desmond Trufant,Atlanta Falcons,Concussion,DNP,DNP,DNP,Out
Terron Ward,Atlanta Falcons,"Shoulder,knee",LIMITED,LIMITED,FULL,Available
Sean Weatherspoon,Atlanta Falcons,Illness,--,DNP,DNP,Questionable
Alex Collins,Baltimore Ravens,Calf,DNP,FULL,FULL,Questionable
Jermaine Eluemunor,Baltimore Ravens,Shoulder,DNP,DNP,DNP,Out
Marlon Humphrey,Baltimore Ravens,Thigh,LIMITED,LIMITED,LIMITED,Questionable
C.J. Mosley,Baltimore Ravens,Ankle,LIMITED,LIMITED,LIMITED,Questionable
Jimmy Smith,Baltimore Ravens,Achilles,LIMITED,LIMITED,LIMITED,Questionable
Ronnie Stanley,Baltimore Ravens,Knee,LIMITED,FULL,FULL,Questionable
Terrell Suggs,Baltimore Ravens,Not Injury Related,--,--,DNP,Available
Kelvin Benjamin,Buffalo Bills,Knee,DNP,DNP,DNP,Out
