player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Justin Coleman,/players/C/ColeJu01.htm,1,0,0,1,1,0,0,0,0,0,0,0
Terence Garvin,/players/G/GarvTe00.htm,0,0,1,0,1,0,0,0,0,0,0,0
Jeremy Lane,/players/L/LaneJe00.htm,2,0,0,0,0,0,1,0,0,0,0,0
Byron Maxwell,/players/M/MaxwBy00.htm,0,0,0,0,2,0,0,0,0,0,1,0
Bradley McDougald,/players/M/McDoBr01.htm,2,0,1,0,2,0,0,0,0,0,0,0
Earl Thomas,/players/T/ThomEa99.htm,0,0,1,0,1,0,0,0,0,0,0,0
Neiko Thorpe,/players/T/ThorNe00.htm,2,0,0,0,0,0,0,1,0,0,0,0
Bobby Wagner,/players/W/WagnBo00.htm,1,0,0,0,3,0,0,0,0,0,0,0
Michael Wilhoite,/players/W/WilhMi00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Brock Coyle,/players/C/CoylBr00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Antone Exum,/players/E/ExumAn00.htm,0,0,0,0,0,0,0,0,0,0,2,0
Reuben Foster,/players/F/FostRe00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Eli Harold,/players/H/HaroEl00.htm,0,0,0,0,2,0,0,0,0,0,0,0
Dontae Johnson,/players/J/JohnDo02.htm,1,0,0,0,2,1,0,0,0,0,0,0
Eric Reid,/players/R/ReidEr00.htm,3,0,0,0,2,0,1,0,0,0,0,0
K'Waun Williams,/players/W/WillKW00.htm,0,0,1,0,0,0,0,0,0,0,0,0
