player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Kwon Alexander,/players/A/AlexKw00.htm,1,0,0,0,1,0,1,0,0,0,0,0
Kendell Beckwith,/players/B/BeckKe00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Chris Conte,/players/C/ContCh00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Lavonte David,/players/D/DaviLa00.htm,2,0,1,0,0,0,0,0,0,0,0,0
Justin Evans,/players/E/EvanJu00.htm,2,0,1,0,1,0,0,0,0,0,1,0
Brent Grimes,/players/G/GrimBr20.htm,3,0,0,0,0,0,0,0,0,0,0,0
Robert McClain,/players/M/McClRo98.htm,1,0,0,0,0,0,0,0,0,0,0,0
Ryan Smith,/players/S/SmitRy00.htm,0,0,0,0,4,0,1,0,0,0,0,0
T.J. Ward,/players/W/WardT.99.htm,2,0,0,0,0,0,1,0,0,0,0,0
Robert Alford,/players/A/AlfoRo00.htm,1,0,2,0,4,0,0,0,0,0,0,0
Ricardo Allen,/players/A/AlleRi00.htm,1,0,0,1,1,0,0,0,0,0,0,0
De'Vondre Campbell,/players/C/CampDe00.htm,0,0,0,0,1,0,0,0,0,0,0,0
C.J. Goodwin,/players/G/GoodC.00.htm,3,0,0,0,0,0,0,0,0,0,0,0
Deion Jones,/players/J/JoneDe01.htm,0,0,2,0,0,0,0,0,0,0,0,0
Damontae Kazee,/players/K/KazeDa00.htm,0,0,0,0,3,0,0,0,0,0,0,0
Keanu Neal,/players/N/NealKe01.htm,3,1,2,1,1,0,0,0,0,0,0,0
Brian Poole,/players/P/PoolBr01.htm,1,0,0,0,0,0,0,0,0,0,0,0
Desmond Trufant,/players/T/TrufDe00.htm,1,0,1,0,0,0,0,0,0,0,0,0
