player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Kentrell Brice,/players/B/BricKe00.htm,0,1,0,0,0,0,1,0,0,0,0,0
Ha Ha Clinton-Dix,/players/C/ClinHa00.htm,1,0,1,0,0,1,0,0,0,0,1,0
Quinton Dial,/players/D/DialQu00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Marwin Evans,/players/E/EvanMa00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Josh Hawkins,/players/H/HawkJo00.htm,0,0,0,0,4,0,0,0,0,0,0,0
Josh Jones,/players/J/JoneJo06.htm,0,0,0,0,1,0,0,1,0,0,0,0
Blake Martinez,/players/M/MartBl01.htm,2,0,1,0,2,0,0,0,0,0,0,0
Clay Matthews,/players/M/MattCl99.htm,1,0,0,0,0,0,0,0,0,0,0,0
Lenzy Pipkins,/players/P/PipkLe00.htm,3,0,1,0,1,0,0,0,0,0,0,0
Damarious Randall,/players/R/RandDa00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Mackensie Alexander,/players/A/AlexMa01.htm,1,0,1,0,0,0,0,0,0,0,0,0
Anthony Barr,/players/B/BarrAn00.htm,1,0,0,1,0,0,0,0,0,0,0,0
Anthony Harris,/players/H/HarrAn01.htm,0,0,1,0,0,0,0,0,0,0,0,0
Eric Kendricks,/players/K/KendEr00.htm,1,0,1,0,2,0,0,0,0,0,0,0
Emmanuel Lamur,/players/L/LamuEm00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Xavier Rhodes,/players/R/RhodXa00.htm,2,0,0,0,0,0,0,0,0,0,0,0
Harrison Smith,/players/S/SmitHa00.htm,0,0,0,0,2,0,0,1,0,0,0,0
Trae Waynes,/players/W/WaynTr00.htm,1,0,0,0,1,0,1,0,0,0,0,0
