player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Ezekiel Ansah,/players/A/AnsaEz00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Jarrad Davis,/players/D/DaviJa01.htm,1,0,1,0,0,0,0,0,0,0,0,0
Quandre Diggs,/players/D/DiggQu00.htm,1,0,2,1,0,0,0,0,0,0,0,0
D.J. Hayden,/players/H/HaydDJ00.htm,0,0,0,0,1,1,0,0,0,0,0,0
Miles Killebrew,/players/K/KillMi00.htm,0,0,0,0,0,0,1,0,0,0,0,0
Nevin Lawson,/players/L/LawsNe00.htm,0,0,0,0,3,0,0,0,0,0,0,0
Glover Quin,/players/Q/QuinGl99.htm,0,0,2,0,0,0,0,0,0,0,0,0
Jalen Reeves-Maybin,/players/R/ReevJa00.htm,0,0,1,0,0,0,0,0,1,0,0,0
A'Shawn Robinson,/players/R/RobiAS00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Darius Slay,/players/S/SlayDa00.htm,2,0,0,0,0,0,1,0,0,0,0,0
Anthony Zettel,/players/Z/ZettAn00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Maurice Canady,/players/C/CanaMa00.htm,2,0,1,0,0,0,0,0,0,0,0,0
Chuck Clark,/players/C/ClarCh00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Willie Henry,/players/H/HenrWi00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Marlon Humphrey,/players/H/HumpMa00.htm,0,0,0,0,3,0,0,0,0,0,3,0
Tony Jefferson,/players/J/JeffTo00.htm,2,0,0,0,1,0,0,0,0,0,0,0
Anthony Levine,/players/L/LeviAn00.htm,1,0,0,0,0,0,0,0,0,0,0,0
C.J. Mosley,/players/M/MoslC.00.htm,1,0,3,0,0,0,0,0,0,0,0,0
Patrick Onwuasor,/players/O/OnwuPa00.htm,1,0,2,0,1,0,0,0,0,0,0,0
Michael Pierce,/players/P/PierMi00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Jimmy Smith,/players/S/SmitJi03.htm,0,0,0,0,1,0,1,0,0,0,0,0
Lardarius Webb,/players/W/WebbLa99.htm,2,0,0,0,0,0,0,0,0,0,0,0
Eric Weddle,/players/W/WeddEr99.htm,0,0,0,0,1,0,0,0,0,0,0,0
