player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Eli Apple,/players/A/ApplEl00.htm,2,0,0,0,0,0,0,0,0,0,0,0
Jonathan Casillas,/players/C/CasiJo99.htm,1,0,0,0,1,0,0,0,0,0,0,0
Landon Collins,/players/C/CollLa00.htm,5,0,0,0,0,0,0,0,0,0,0,0
Janoris Jenkins,/players/J/JenkJa03.htm,0,0,0,0,3,2,0,0,0,0,0,0
Calvin Munson,/players/M/MunsCa00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Keenan Robinson,/players/R/RobiKe01.htm,1,0,3,0,1,0,0,0,0,0,0,0
Dominique Rodgers-Cromartie,/players/R/RodgDo99.htm,1,0,0,0,1,0,0,0,0,0,0,0
Nigel Bradham,/players/B/BradNi00.htm,2,0,1,0,2,0,0,0,0,0,0,0
Rasul Douglas,/players/D/DougRa00.htm,2,0,0,0,2,0,0,0,0,0,0,0
Jordan Hicks,/players/H/HickJo00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Malcolm Jenkins,/players/J/JenkMa99.htm,1,0,0,0,1,0,0,0,0,0,0,0
Mychal Kendricks,/players/K/KendMy00.htm,0,0,3,1,1,0,0,0,0,0,0,0
Chris Maragos,/players/M/MaraCh99.htm,1,0,1,0,0,0,0,0,1,0,0,0
Jalen Mills,/players/M/MillJa02.htm,8,2,2,0,2,0,0,0,0,0,0,0
Patrick Robinson,/players/R/RobiPa99.htm,1,0,0,1,4,1,0,0,0,0,0,0
