player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Kiko Alonso,/players/A/AlonKi00.htm,0,0,2,0,4,0,0,0,0,0,1,0
Stephone Anthony,/players/A/AnthSt00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Xavien Howard,/players/H/HowaXa00.htm,2,0,0,0,0,0,0,0,0,0,0,0
Reshad Jones,/players/J/JoneRe99.htm,1,0,0,1,1,0,0,0,0,0,1,0
Bobby McCain,/players/M/McCaBo01.htm,0,1,0,0,3,0,0,0,1,0,0,0
T.J. McDonald,/players/M/McDoTJ00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Torry McTyer,/players/M/McTyTo00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Lawrence Timmons,/players/T/TimmLa99.htm,0,0,1,0,1,0,0,0,0,0,0,0
Alterraun Verner,/players/V/VernAl99.htm,0,0,1,0,0,0,0,0,0,0,0,0
Cameron Wake,/players/W/WakeCa00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Derrick Johnson,/players/J/JohnDe25.htm,2,0,0,0,0,0,0,0,0,0,0,0
Eric Murray,/players/M/MurrEr00.htm,0,0,0,0,2,1,0,0,0,0,0,0
Steven Nelson,/players/N/NelsSt01.htm,2,0,1,0,1,0,0,0,0,0,0,0
Ron Parker,/players/P/ParkRo01.htm,0,0,0,0,1,0,1,0,0,0,0,0
Marcus Peters,/players/P/PeteMa00.htm,2,1,0,0,0,0,0,0,0,0,0,0
Reggie Ragland,/players/R/RaglRe00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Darrelle Revis,/players/R/ReviDa99.htm,0,0,0,0,2,0,0,0,0,0,0,0
Daniel Sorensen,/players/S/SoreDa01.htm,1,0,1,0,2,1,0,1,0,0,0,0
