player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Bashaud Breeland,/players/B/BreeBa00.htm,0,0,1,0,4,0,0,0,0,0,0,0
Zach Brown,/players/B/BrowZa00.htm,0,0,0,0,1,0,1,0,0,0,0,0
Quinton Dunbar,/players/D/DunbQu00.htm,0,0,0,1,1,0,0,0,0,0,1,0
Deshazor Everett,/players/E/EverDe01.htm,0,0,1,0,1,1,0,0,0,0,1,0
Kendall Fuller,/players/F/FullKe00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Josh Norman,/players/N/NormJo01.htm,1,1,0,0,0,0,1,0,0,0,0,0
Zach Vigil,/players/V/VigiZa00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Jahleel Addae,/players/A/AddaJa00.htm,1,0,1,0,0,0,0,0,0,0,0,0
Tre Boston,/players/B/BostTr00.htm,1,0,0,0,0,0,0,0,1,0,0,0
Kyle Emanuel,/players/E/EmanKy00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Casey Hayward,/players/H/HaywCa00.htm,0,0,1,1,1,0,0,0,0,0,0,0
Desmond King,/players/K/KingDe01.htm,3,1,1,0,1,0,0,0,0,0,0,0
Denzel Perryman,/players/P/PerrDe00.htm,1,0,3,0,0,0,0,0,0,0,0,0
Adrian Phillips,/players/P/PhilAd00.htm,1,0,0,0,1,0,0,0,0,0,0,0
