player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Robert Ayers,/players/A/AyerRo99.htm,0,0,0,0,1,0,0,0,0,0,0,0
Kendell Beckwith,/players/B/BeckKe00.htm,1,0,0,0,2,0,0,0,0,0,0,0
Chris Conte,/players/C/ContCh00.htm,1,0,0,0,2,0,0,0,0,0,0,0
Lavonte David,/players/D/DaviLa00.htm,0,0,0,0,2,0,0,0,0,0,0,0
Adarius Glanton,/players/G/GlanAd00.htm,1,0,1,0,0,0,0,0,0,0,0,0
Robert McClain,/players/M/McClRo98.htm,0,0,0,0,0,0,1,0,0,0,0,0
Gerald McCoy,/players/M/McCoGe99.htm,1,0,0,0,1,0,0,0,0,0,0,0
Clinton McDonald,/players/M/McDoCl99.htm,1,0,0,0,0,0,0,0,0,0,0,0
Ryan Smith,/players/S/SmitRy00.htm,1,0,0,0,0,0,0,1,1,0,0,0
Keith Tandy,/players/T/TandKe00.htm,1,0,0,0,0,0,0,0,0,0,0,0
T.J. Ward,/players/W/WardT.99.htm,0,0,1,1,0,0,0,0,0,0,0,0
Mackensie Alexander,/players/A/AlexMa01.htm,0,0,1,0,1,0,0,0,0,0,0,0
Anthony Barr,/players/B/BarrAn00.htm,1,0,0,0,1,0,0,0,0,0,0,0
Eric Kendricks,/players/K/KendEr00.htm,1,0,1,0,1,0,0,0,0,0,0,0
Terence Newman,/players/N/NewmTe20.htm,1,0,0,0,3,0,0,0,0,0,0,0
Xavier Rhodes,/players/R/RhodXa00.htm,2,0,1,0,1,1,0,0,0,0,0,0
Andrew Sendejo,/players/S/SendAn00.htm,1,0,1,0,2,0,1,0,0,0,0,0
Harrison Smith,/players/S/SmitHa00.htm,3,0,2,0,0,0,0,0,1,0,1,0
Trae Waynes,/players/W/WaynTr00.htm,2,0,0,0,0,0,0,0,1,0,0,0
