player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Mackensie Alexander,/players/A/AlexMa01.htm,1,0,1,0,0,0,0,0,0,0,0,0
Anthony Barr,/players/B/BarrAn00.htm,0,0,1,1,0,0,0,0,0,0,0,0
Anthony Harris,/players/H/HarrAn01.htm,1,0,0,0,0,0,0,0,0,0,0,0
Tom Johnson,/players/J/JohnTo01.htm,0,0,0,0,1,0,0,0,0,0,0,0
Eric Kendricks,/players/K/KendEr00.htm,1,0,1,1,1,0,0,0,0,0,0,0
Emmanuel Lamur,/players/L/LamuEm00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Xavier Rhodes,/players/R/RhodXa00.htm,0,0,1,0,2,1,0,0,0,0,1,0
Harrison Smith,/players/S/SmitHa00.htm,0,0,1,0,2,0,0,0,0,0,0,0
Shamar Stephen,/players/S/StepSh00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Trae Waynes,/players/W/WaynTr00.htm,1,2,0,0,0,0,0,1,0,0,0,0
Briean Boddy-Calhoun,/players/B/BoddBr01.htm,1,0,0,1,3,0,0,0,0,0,1,0
Caleb Brantley,/players/B/BranCa00.htm,0,0,1,0,0,0,0,0,0,0,0,0
James Burgess,/players/B/BurgJa01.htm,0,0,0,0,0,1,1,0,0,0,0,0
Ibraheim Campbell,/players/C/CampIb00.htm,0,0,0,0,1,0,1,0,0,0,0,0
Jamie Collins,/players/C/CollJa00.htm,1,0,0,0,1,0,0,0,0,0,0,0
Mike Jordan,/players/J/JordMi00.htm,0,0,0,0,2,0,0,0,0,0,0,0
Derrick Kindred,/players/K/KindDe00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Christian Kirksey,/players/K/KirkCh00.htm,1,0,1,0,1,1,0,0,0,0,0,0
Joe Schobert,/players/S/SchoJo00.htm,1,0,0,0,1,0,0,0,0,0,1,0
Jamar Taylor,/players/T/TaylJa01.htm,3,2,2,0,0,0,0,0,0,0,0,0
