player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Budda Baker,/players/B/BakeBu00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Antoine Bethea,/players/B/BethAn20.htm,0,0,1,0,1,0,0,0,0,0,0,0
Deone Bucannon,/players/B/BucaDe00.htm,0,0,2,0,1,0,0,0,0,0,0,0
Josh Bynes,/players/B/ByneJo00.htm,1,0,0,0,1,0,0,0,0,0,0,0
Karlos Dansby,/players/D/DansKa20.htm,1,0,1,0,0,0,0,0,0,0,0,0
Tyrann Mathieu,/players/M/MathTy00.htm,0,0,2,0,0,0,0,0,0,0,0,0
Patrick Peterson,/players/P/PetePa00.htm,3,0,0,1,0,0,0,0,0,0,0,0
Tramon Williams,/players/W/WillTr99.htm,0,0,0,0,2,1,0,0,0,0,0,0
Bashaud Breeland,/players/B/BreeBa00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Kendall Fuller,/players/F/FullKe00.htm,2,2,1,0,1,0,1,0,0,0,0,0
Josh Harvey-Clemons,/players/H/HarvJo01.htm,1,0,0,0,1,0,0,0,0,0,0,0
Josh Norman,/players/N/NormJo01.htm,2,0,0,0,0,0,0,1,0,0,0,0
Preston Smith,/players/S/SmitPr00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Martrell Spaight,/players/S/SpaiMa00.htm,0,0,1,0,0,0,0,0,0,0,0,0
D.J. Swearinger,/players/S/SweaDJ00.htm,1,0,0,1,0,0,0,0,0,0,1,0
Zach Vigil,/players/V/VigiZa00.htm,0,0,1,0,2,0,0,0,0,1,0,0
