player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Jayon Brown,/players/B/BrowJa06.htm,0,0,1,0,0,0,0,0,0,0,0,0
Kevin Byard,/players/B/ByarKe01.htm,2,0,1,0,1,0,0,0,0,0,0,0
Johnathan Cyprien,/players/C/CyprJo00.htm,0,0,1,0,1,0,0,0,0,0,0,0
Adoree' Jackson,/players/J/JackAd00.htm,1,0,0,0,1,0,0,0,0,0,0,0
Derrick Morgan,/players/M/MorgDe99.htm,1,0,0,0,0,0,0,0,0,0,0,0
Brian Orakpo,/players/O/OrakBr99.htm,0,0,0,0,1,0,0,0,0,0,0,0
Logan Ryan,/players/R/RyanLo00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Da'Norris Searcy,/players/S/SearDa00.htm,0,0,0,0,1,0,0,0,0,0,0,0
LeShaun Sims,/players/S/SimsLe00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Erik Walden,/players/W/WaldEr99.htm,0,0,1,0,0,0,0,0,0,0,0,0
Wesley Woodyard,/players/W/WoodWe20.htm,2,0,0,0,1,0,0,0,0,0,0,0
Pierre Desir,/players/D/DesiPi00.htm,0,0,0,0,6,0,0,0,0,0,1,0
Jeremiah George,/players/G/GeorJe01.htm,0,0,1,0,0,0,0,0,0,0,0,0
Nate Hairston,/players/H/HairNa00.htm,2,0,1,0,2,1,0,0,0,0,0,0
Barkevious Mingo,/players/M/MingBa00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Antonio Morrison,/players/M/MorrAn01.htm,0,0,1,0,0,0,0,0,0,1,0,0
