player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Briean Boddy-Calhoun,/players/B/BoddBr01.htm,1,0,0,0,0,0,0,0,0,0,0,0
Ibraheim Campbell,/players/C/CampIb00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Jamie Collins,/players/C/CollJa00.htm,1,0,1,1,1,0,0,0,0,0,0,0
Derrick Kindred,/players/K/KindDe00.htm,1,0,1,0,0,0,0,0,0,0,0,0
Christian Kirksey,/players/K/KirkCh00.htm,0,0,0,0,1,1,0,0,0,0,0,0
Jason McCourty,/players/M/McCoJa99.htm,1,0,0,0,0,1,0,0,0,0,0,0
Carl Nassib,/players/N/NassCa00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Jabrill Peppers,/players/P/PeppJa00.htm,0,0,2,0,1,0,0,0,0,0,0,0
Joe Schobert,/players/S/SchoJo00.htm,1,0,1,0,2,0,0,0,0,0,0,0
Jamar Taylor,/players/T/TaylJa01.htm,1,0,0,0,0,1,0,0,0,0,0,0
Marcus Burley,/players/B/BurlMa00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Dylan Cole,/players/C/ColeDy00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Treston Decoud,/players/D/DecoTr00.htm,2,0,0,0,0,0,0,0,0,0,0,0
Kurtis Drummond,/players/D/DrumKu01.htm,0,0,0,0,1,0,0,0,0,0,0,0
Marcus Gilchrist,/players/G/GilcMa00.htm,0,0,0,0,2,0,0,0,0,0,0,0
Andre Hal,/players/H/HalxAn00.htm,1,0,0,0,1,0,0,0,0,0,0,0
Kareem Jackson,/players/J/JackKa99.htm,1,1,0,0,1,0,0,0,0,0,0,0
Johnathan Joseph,/players/J/JoseJo20.htm,2,1,0,0,0,0,0,0,0,0,0,0
Benardrick McKinney,/players/M/McKiBe00.htm,2,0,0,0,0,0,0,0,0,0,0,0
Eddie Pleasant,/players/P/PleaEd00.htm,0,0,0,0,1,0,0,0,0,0,0,0
D.J. Reader,/players/R/ReadD.00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Brennan Scarlett,/players/S/ScarBr00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Marcus Williams,/players/W/WillMa03.htm,0,0,0,0,3,1,0,0,0,0,0,0
