player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Nigel Bradham,/players/B/BradNi00.htm,0,0,1,0,1,0,0,1,0,0,0,0
Corey Graham,/players/G/GrahCo99.htm,0,0,1,0,1,0,0,0,0,0,0,0
Jordan Hicks,/players/H/HickJo00.htm,2,0,3,0,1,0,0,0,0,0,0,0
Malcolm Jenkins,/players/J/JenkMa99.htm,0,0,1,1,0,0,0,0,0,0,0,0
Rodney McLeod,/players/M/McLeRo00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Jalen Mills,/players/M/MillJa02.htm,0,0,1,0,6,1,0,0,0,0,1,0
Patrick Robinson,/players/R/RobiPa99.htm,2,0,0,0,0,0,0,0,0,0,0,0
Jaylen Watkins,/players/W/WatkJa01.htm,1,0,2,0,0,0,0,0,0,0,0,0
Bashaud Breeland,/players/B/BreeBa00.htm,0,0,0,0,2,0,0,0,0,0,0,0
Zach Brown,/players/B/BrowZa00.htm,1,0,1,0,0,0,0,0,0,0,0,0
Deshazor Everett,/players/E/EverDe01.htm,1,0,0,0,1,0,0,0,0,0,1,0
Mason Foster,/players/F/FostMa00.htm,1,0,3,0,3,0,0,0,0,0,0,0
Kendall Fuller,/players/F/FullKe00.htm,1,0,0,0,1,0,0,0,0,1,0,0
Josh Norman,/players/N/NormJo01.htm,3,1,0,0,0,0,0,0,0,2,0,0
Preston Smith,/players/S/SmitPr00.htm,1,0,1,0,0,0,0,0,0,0,0,0
D.J. Swearinger,/players/S/SweaDJ00.htm,1,0,2,0,1,0,0,0,0,0,0,0
