player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Mike Adams,/players/A/AdamMi21.htm,1,1,1,0,1,0,0,0,1,0,0,0
James Bradberry,/players/B/BradJa00.htm,2,0,1,0,0,0,0,0,0,0,0,0
Kurt Coleman,/players/C/ColeKu99.htm,1,0,0,0,1,0,0,0,0,0,1,0
Thomas Davis,/players/D/DaviTh20.htm,0,0,1,0,1,0,0,0,0,0,0,0
Luke Kuechly,/players/K/KuecLu00.htm,2,0,0,0,3,0,0,0,0,0,0,0
Star Lotulelei,/players/L/LotuSt00.htm,0,0,1,0,0,0,0,0,0,0,0,0
David Mayo,/players/M/MayoDa00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Captain Munnerlyn,/players/M/MunnCa99.htm,0,0,1,0,0,0,0,0,0,0,0,0
Julius Peppers,/players/P/PeppJu99.htm,1,0,0,0,0,0,0,0,0,0,0,0
Kevon Seymour,/players/S/SeymKe00.htm,0,0,0,0,0,0,0,0,0,0,2,0
Shaq Thompson,/players/T/ThomSh01.htm,1,0,1,0,0,0,0,0,0,0,0,0
Daryl Worley,/players/W/WorlDa00.htm,1,1,0,0,1,1,0,0,0,0,0,0
Vonn Bell,/players/B/BellVo00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Rafael Bush,/players/B/BushRa00.htm,1,0,1,0,0,0,0,0,0,0,0,0
Ken Crawley,/players/C/CrawKe02.htm,2,0,0,0,0,0,0,1,0,1,0,0
Cameron Jordan,/players/J/JordCa00.htm,1,0,1,0,0,1,0,0,0,0,0,0
A.J. Klein,/players/K/KleiAJ00.htm,1,0,0,0,1,0,0,0,0,0,0,0
Sterling Moore,/players/M/MoorSt00.htm,1,0,0,0,0,1,0,0,0,0,0,0
Craig Robertson,/players/R/RobeCr00.htm,1,0,0,0,0,1,0,0,0,0,0,0
Kenny Vaccaro,/players/V/VaccKe00.htm,0,0,1,0,0,0,0,0,0,0,0,0
P.J. Williams,/players/W/WillP.00.htm,0,0,1,0,2,0,0,0,0,0,0,0
