player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Mark Barron,/players/B/BarrMa00.htm,0,0,2,0,2,0,0,0,0,0,0,0
Connor Barwin,/players/B/BarwCo99.htm,1,0,0,0,1,0,0,0,1,0,0,0
Cody Davis,/players/D/DaviCo02.htm,0,0,1,0,0,0,0,0,0,0,0,0
Morgan Fox,/players/F/FoxxMo00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Trumaine Johnson,/players/J/JohnTr05.htm,4,0,1,1,0,0,0,0,0,0,1,0
Alec Ogletree,/players/O/OgleAl00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Nickell Robey-Coleman,/players/R/RobeNi00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Tyrunn Walker,/players/W/WalkTy00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Kayvon Webster,/players/W/WebsKa00.htm,0,0,0,0,3,0,0,0,1,0,0,0
A.J. Bouye,/players/B/BouyA.00.htm,1,0,1,0,1,0,0,0,0,1,0,0
Barry Church,/players/C/ChurBa99.htm,0,1,1,0,0,0,0,0,0,0,0,0
Tashaun Gipson,/players/G/GipsTa00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Jalen Ramsey,/players/R/RamsJa00.htm,1,0,0,0,0,0,0,0,0,0,0,0
Telvin Smith,/players/S/SmitTe01.htm,0,0,0,0,1,0,0,0,1,0,0,0
