player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Chidobe Awuzie,/players/A/AwuzCh00.htm,1,1,0,0,0,0,0,0,0,0,0,0
Anthony Brown,/players/B/BrowAn02.htm,1,0,0,0,0,0,0,0,0,0,0,0
Jeff Heath,/players/H/HeatJe00.htm,1,0,0,0,5,0,1,0,0,0,0,0
Anthony Hitchens,/players/H/HitcAn00.htm,0,0,4,1,2,0,0,0,0,0,0,0
Byron Jones,/players/J/JoneBy00.htm,1,0,0,0,1,0,0,0,0,0,0,0
Sean Lee,/players/L/LeexSe99.htm,2,0,4,0,5,0,0,0,0,0,0,0
Jourdan Lewis,/players/L/LewiJo01.htm,1,0,0,0,5,2,0,0,0,0,0,0
Jaylon Smith,/players/S/SmitJa05.htm,1,0,3,0,1,0,0,0,0,0,0,0
Xavier Woods,/players/W/WoodXa00.htm,0,0,2,0,1,0,0,0,0,0,0,0
Ross Cockrell,/players/C/CockRo00.htm,0,0,0,2,0,0,0,0,0,0,1,0
Landon Collins,/players/C/CollLa00.htm,2,0,1,0,1,0,0,0,0,0,0,0
Brandon Dixon,/players/D/DixoBr00.htm,0,0,0,1,1,0,0,0,0,0,0,0
Damon Harrison,/players/H/HarrDa03.htm,1,0,0,0,1,0,0,0,0,0,0,0
Darryl Morris,/players/M/MorrDa01.htm,0,1,1,0,0,0,0,0,0,0,0,0
Calvin Munson,/players/M/MunsCa00.htm,1,0,0,0,2,0,0,0,0,0,0,0
Dominique Rodgers-Cromartie,/players/R/RodgDo99.htm,0,0,1,0,0,0,0,0,0,0,0,0
Kelvin Sheppard,/players/S/ShepKe00.htm,2,0,0,1,2,0,0,1,0,0,0,0
Darian Thompson,/players/T/ThomDa05.htm,0,0,1,0,1,0,0,0,0,0,0,0
