player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Kendell Beckwith,/players/B/BeckKe00.htm,0,0,1,0,1,0,0,0,0,0,0,0
Lavonte David,/players/D/DaviLa00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Justin Evans,/players/E/EvanJu00.htm,0,1,1,0,1,0,0,0,1,0,1,0
Brent Grimes,/players/G/GrimBr20.htm,3,1,0,0,0,0,0,0,1,0,0,0
Antoine Bethea,/players/B/BethAn20.htm,1,0,0,0,1,0,0,0,0,0,0,0
Justin Bethel,/players/B/BethJu00.htm,1,0,0,0,1,0,0,0,0,0,0,0
Tyvon Branch,/players/B/BranTy99.htm,1,0,1,0,0,1,1,0,0,0,0,0
Deone Bucannon,/players/B/BucaDe00.htm,3,0,4,0,0,0,0,0,0,0,0,0
Karlos Dansby,/players/D/DansKa20.htm,1,0,1,0,0,0,0,0,0,0,0,0
Tyrann Mathieu,/players/M/MathTy00.htm,1,0,1,0,3,0,0,0,0,0,0,0
Patrick Peterson,/players/P/PetePa00.htm,0,0,0,1,1,0,0,0,0,0,0,0
Haason Reddick,/players/R/ReddHa00.htm,0,0,1,0,0,0,0,0,0,0,0,0
Tramon Williams,/players/W/WillTr99.htm,0,0,0,0,0,0,0,0,1,0,0,0
