player_name,player_link,short_r__tckl,short_r__dfnd,short_mid__tckl,short_mid__dfnd,short_l__tckl,short_l__dfnd,deep_r__tckl,deep_r__dfnd,deep_mid__tckl,deep_mid__dfnd,deep_l__tckl,deep_l__dfnd
Sam Acho,/players/A/AchoSa00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Adrian Amos,/players/A/AmosAd00.htm,0,0,1,0,2,0,0,0,0,0,0,0
Prince Amukamara,/players/A/AmukPr00.htm,0,0,0,0,4,2,0,0,0,0,1,0
Kyle Fuller,/players/F/FullKy00.htm,3,0,0,0,0,0,0,0,0,0,0,0
Eddie Goldman,/players/G/GoldEd00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Isaiah Irving,/players/I/IrviIs00.htm,0,0,0,0,1,0,0,0,0,0,0,0
Eddie Jackson,/players/J/JackEd01.htm,0,0,1,0,2,0,0,0,0,0,0,0
Christian Jones,/players/J/JoneCh05.htm,1,0,0,1,1,0,0,0,0,0,0,0
Cre'von LeBlanc,/players/L/LeBlCr01.htm,1,0,0,0,4,1,0,0,0,0,0,0
Ronald Darby,/players/D/DarbRo00.htm,0,0,0,0,3,0,0,0,0,0,2,0
Rasul Douglas,/players/D/DougRa00.htm,2,0,0,1,0,0,0,0,0,0,0,0
Corey Graham,/players/G/GrahCo99.htm,0,0,0,0,0,0,1,0,0,0,0,0
Kamu Grugier-Hill,/players/G/GrugKa00.htm,1,0,1,0,0,0,0,0,0,0,0,0
Malcolm Jenkins,/players/J/JenkMa99.htm,1,0,0,0,0,0,0,0,0,0,0,0
Chris Long,/players/L/LongCh99.htm,1,0,0,0,0,0,0,0,0,0,0,0
Jalen Mills,/players/M/MillJa02.htm,1,0,0,0,0,0,0,1,0,0,0,0
Patrick Robinson,/players/R/RobiPa99.htm,1,0,0,0,0,0,0,0,0,0,0,0
